age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,date
51,Technician,Married,Tertiary,No,1315,No,No,Telephone,5,Jun,303,2,-1,0,Unknown,No,2023-06-05
31,Technician,Single,Tertiary,No,424,No,No,Cellular,21,Aug,93,2,-1,0,Unknown,No,2023-08-21
56,Blue-Collar,Married,Primary,No,151,No,No,Cellular,3,Feb,128,1,-1,0,Unknown,No,2023-02-03
30,Technician,Single,Tertiary,No,-970,No,Yes,Cellular,21,Aug,194,2,-1,0,Unknown,No,2023-08-21
38,Services,Married,Secondary,No,-762,Yes,Yes,Unknown,30,May,408,2,-1,0,Unknown,No,2023-05-30
35,Services,Married,Secondary,No,181,Yes,No,Cellular,31,Jul,5,3,-1,0,Unknown,No,2023-07-31
31,Blue-Collar,Married,Unknown,No,-120,Yes,No,Cellular,17,Jul,231,2,-1,0,Unknown,No,2023-07-17
39,Admin.,Divorced,Secondary,No,1022,Yes,No,Unknown,20,Jun,20,3,-1,0,Unknown,No,2023-06-20
50,Management,Married,Tertiary,No,78,Yes,No,Cellular,14,Jan,218,3,161,9,Other,No,2023-01-14
39,Technician,Married,Tertiary,No,209,No,No,Unknown,23,Jul,36,2,-1,0,Unknown,No,2023-07-23
26,Admin.,Married,Secondary,No,2469,No,No,Cellular,16,Jul,136,8,-1,0,Unknown,No,2023-07-16
55,Technician,Married,Secondary,No,0,No,No,Cellular,19,Nov,336,1,-1,0,Unknown,No,2023-11-19
43,Blue-Collar,Divorced,Primary,No,328,No,Yes,Cellular,8,Jul,192,1,-1,0,Unknown,No,2023-07-08
34,Housemaid,Married,Tertiary,No,0,No,No,Cellular,26,May,141,1,188,1,Failure,No,2023-05-26
51,Self-Employed,Married,Primary,No,307,Yes,Yes,Unknown,17,Jun,65,2,-1,0,Unknown,No,2023-06-17
31,Management,Married,Tertiary,No,1384,Yes,No,Cellular,30,Jan,203,2,2,3,Other,No,2023-01-30
32,Management,Married,Tertiary,No,0,No,No,Cellular,26,Aug,104,9,-1,0,Unknown,No,2023-08-26
53,Technician,Married,Secondary,No,719,Yes,No,Unknown,14,May,230,1,-1,0,Unknown,No,2023-05-14
44,Management,Divorced,Tertiary,No,0,No,No,Cellular,10,Aug,71,1,-1,0,Unknown,No,2023-08-10
38,Entrepreneur,Married,Tertiary,No,6704,Yes,No,Unknown,21,May,205,2,-1,0,Unknown,No,2023-05-21
47,Self-Employed,Married,Tertiary,No,4543,Yes,No,Unknown,14,May,162,1,-1,0,Unknown,No,2023-05-14
36,Management,Married,Tertiary,No,0,Yes,No,Unknown,27,May,145,2,-1,0,Unknown,No,2023-05-27
30,Management,Single,Tertiary,No,149,Yes,No,Unknown,3,Jun,220,2,-1,0,Unknown,No,2023-06-03
46,Blue-Collar,Married,Secondary,No,-1400,Yes,No,Telephone,6,May,309,3,355,4,Failure,No,2023-05-06
33,Entrepreneur,Married,Secondary,No,-118,Yes,Yes,Unknown,27,May,421,3,-1,0,Unknown,No,2023-05-27
43,Blue-Collar,Married,Secondary,No,2160,No,No,Cellular,8,Sep,261,1,98,1,Success,Yes,2023-09-08
38,Management,Married,Tertiary,No,3452,No,No,Cellular,13,Aug,132,2,-1,0,Unknown,No,2023-08-13
27,Technician,Single,Secondary,No,842,No,No,Cellular,30,Jul,273,1,91,1,Other,No,2023-07-30
38,Management,Married,Unknown,No,3576,No,No,Cellular,25,Nov,349,2,183,1,Success,Yes,2023-11-25
41,Unemployed,Married,Tertiary,No,1666,No,No,Unknown,9,Jun,291,3,-1,0,Unknown,No,2023-06-09
29,Technician,Married,Secondary,No,0,Yes,No,Cellular,28,Jul,83,6,-1,0,Unknown,No,2023-07-28
39,Services,Married,Secondary,No,0,Yes,No,Unknown,20,May,793,2,-1,0,Unknown,No,2023-05-20
42,Blue-Collar,Single,Primary,No,1628,Yes,No,Cellular,5,Feb,119,1,195,8,Success,No,2023-02-05
47,Services,Married,Secondary,No,51,Yes,Yes,Unknown,16,May,312,1,-1,0,Unknown,No,2023-05-16
30,Blue-Collar,Single,Secondary,Yes,447,No,No,Unknown,14,May,103,6,-1,0,Unknown,No,2023-05-14
34,Admin.,Married,Secondary,No,396,Yes,No,Cellular,16,Jul,101,3,-1,0,Unknown,No,2023-07-16
45,Housemaid,Married,Primary,No,4994,No,No,Unknown,20,Jun,48,1,-1,0,Unknown,No,2023-06-20
43,Admin.,Married,Secondary,No,3215,Yes,No,Cellular,21,Jul,228,3,-1,0,Unknown,No,2023-07-21
59,Blue-Collar,Married,Primary,No,2814,No,No,Unknown,20,Jun,81,3,-1,0,Unknown,No,2023-06-20
50,Technician,Married,Secondary,No,0,No,No,Cellular,7,Jul,152,2,-1,0,Unknown,No,2023-07-07
39,Blue-Collar,Married,Secondary,No,293,Yes,No,Unknown,23,May,160,3,-1,0,Unknown,No,2023-05-23
36,Technician,Married,Secondary,No,474,Yes,No,Unknown,27,May,59,1,-1,0,Unknown,No,2023-05-27
44,Blue-Collar,Married,Secondary,No,16178,Yes,No,Cellular,21,Nov,297,1,-1,0,Unknown,No,2023-11-21
36,Technician,Married,Tertiary,No,0,No,No,Cellular,22,Aug,147,2,-1,0,Unknown,No,2023-08-22
27,Management,Single,Tertiary,No,88,No,No,Cellular,4,May,143,1,-1,0,Unknown,No,2023-05-04
29,Services,Married,Secondary,No,308,Yes,No,Unknown,28,May,75,1,-1,0,Unknown,No,2023-05-28
70,Retired,Married,Secondary,No,1164,No,No,Telephone,14,May,338,3,185,2,Failure,No,2023-05-14
44,Management,Married,Tertiary,No,13893,No,No,Unknown,11,Jun,29,2,-1,0,Unknown,No,2023-06-11
55,Management,Married,Tertiary,No,0,Yes,No,Unknown,14,May,159,2,-1,0,Unknown,No,2023-05-14
36,Technician,Divorced,Secondary,No,-435,Yes,No,Unknown,2,Jun,85,8,-1,0,Unknown,No,2023-06-02
28,Technician,Single,Secondary,No,389,Yes,No,Cellular,11,May,15,7,-1,0,Unknown,No,2023-05-11
50,Management,Divorced,Tertiary,No,356,No,No,Cellular,8,May,198,2,358,5,Other,No,2023-05-08
49,Technician,Married,Secondary,No,2718,No,No,Unknown,19,May,114,2,-1,0,Unknown,No,2023-05-19
71,Retired,Divorced,Tertiary,No,261,No,No,Cellular,12,Aug,1117,2,-1,0,Unknown,No,2023-08-12
31,Admin.,Single,Secondary,No,757,No,No,Cellular,3,Feb,343,2,-1,0,Unknown,No,2023-02-03
45,Management,Single,Tertiary,No,16,No,No,Cellular,31,Jul,59,2,-1,0,Unknown,No,2023-07-31
42,Blue-Collar,Married,Secondary,No,-422,No,No,Cellular,9,Jul,31,1,-1,0,Unknown,No,2023-07-09
45,Admin.,Married,Secondary,No,248,No,No,Cellular,16,Jul,212,2,-1,0,Unknown,No,2023-07-16
47,Technician,Married,Primary,No,145,Yes,No,Unknown,7,May,157,6,-1,0,Unknown,No,2023-05-07
60,Retired,Divorced,Secondary,No,598,No,Yes,Cellular,8,Jul,96,1,-1,0,Unknown,No,2023-07-08
35,Management,Married,Tertiary,No,949,Yes,No,Unknown,27,May,245,2,-1,0,Unknown,No,2023-05-27
31,Technician,Single,Tertiary,No,614,No,No,Cellular,11,Aug,72,4,-1,0,Unknown,No,2023-08-11
33,Blue-Collar,Married,Primary,No,1209,Yes,No,Cellular,16,Apr,700,1,-1,0,Unknown,No,2023-04-16
50,Self-Employed,Married,Tertiary,No,202,Yes,No,Cellular,15,Apr,107,1,148,4,Failure,No,2023-04-15
51,Blue-Collar,Married,Secondary,No,1840,Yes,No,Cellular,18,Aug,312,3,-1,0,Unknown,No,2023-08-18
34,Technician,Married,Secondary,No,114,Yes,Yes,Cellular,4,Jun,153,1,309,3,Other,No,2023-06-04
56,Services,Married,Secondary,No,-229,No,Yes,Cellular,23,Jul,55,10,-1,0,Unknown,No,2023-07-23
29,Services,Married,Secondary,No,182,Yes,No,Telephone,13,May,38,3,-1,0,Unknown,No,2023-05-13
31,Blue-Collar,Married,Secondary,No,401,No,No,Cellular,14,Aug,96,3,-1,0,Unknown,No,2023-08-14
44,Technician,Divorced,Unknown,No,759,Yes,No,Unknown,23,May,397,1,-1,0,Unknown,No,2023-05-23
55,Retired,Married,Secondary,No,4194,No,Yes,Telephone,30,Jul,208,3,-1,0,Unknown,No,2023-07-30
35,Student,Single,Unknown,No,0,No,No,Telephone,28,Jan,122,3,-1,0,Unknown,No,2023-01-28
36,Technician,Married,Tertiary,No,629,Yes,Yes,Cellular,29,Dec,109,1,246,1,Failure,No,2023-12-29
54,Retired,Married,Secondary,No,153,Yes,Yes,Unknown,26,May,74,1,-1,0,Unknown,No,2023-05-26
32,Management,Married,Tertiary,No,553,Yes,No,Cellular,22,Jul,72,1,-1,0,Unknown,No,2023-07-22
36,Management,Divorced,Tertiary,No,1057,No,No,Cellular,5,Feb,383,2,-1,0,Unknown,No,2023-02-05
60,Retired,Married,Secondary,No,78,Yes,No,Unknown,12,May,113,3,-1,0,Unknown,No,2023-05-12
32,Technician,Single,Secondary,No,-28,No,Yes,Unknown,4,Jul,400,1,-1,0,Unknown,No,2023-07-04
57,Management,Married,Tertiary,No,929,No,No,Cellular,19,Aug,387,8,-1,0,Unknown,No,2023-08-19
34,Blue-Collar,Married,Primary,No,428,Yes,No,Cellular,18,May,59,2,-1,0,Unknown,No,2023-05-18
27,Student,Single,Secondary,No,268,Yes,No,Cellular,13,May,528,1,358,2,Failure,No,2023-05-13
52,Management,Single,Tertiary,No,83,No,No,Cellular,26,Aug,1223,6,-1,0,Unknown,Yes,2023-08-26
45,Admin.,Divorced,Unknown,No,998,Yes,No,Telephone,30,Jul,38,2,-1,0,Unknown,No,2023-07-30
58,Admin.,Single,Secondary,No,2223,No,No,Cellular,4,Dec,1139,2,114,1,Success,No,2023-12-04
39,Blue-Collar,Single,Primary,No,6,Yes,No,Cellular,19,Nov,286,2,-1,0,Unknown,No,2023-11-19
48,Blue-Collar,Single,Secondary,No,312,Yes,Yes,Cellular,3,Feb,369,2,-1,0,Unknown,No,2023-02-03
36,Management,Single,Secondary,No,0,No,No,Cellular,13,Aug,333,5,-1,0,Unknown,No,2023-08-13
31,Technician,Single,Secondary,No,691,Yes,No,Cellular,8,May,198,1,-1,0,Unknown,No,2023-05-08
41,Management,Married,Tertiary,No,771,Yes,No,Cellular,26,Aug,106,8,-1,0,Unknown,No,2023-08-26
30,Self-Employed,Single,Secondary,No,192,No,No,Cellular,22,Jul,423,1,-1,0,Unknown,No,2023-07-22
57,Retired,Married,Tertiary,No,0,No,No,Cellular,12,Aug,116,4,-1,0,Unknown,No,2023-08-12
29,Admin.,Single,Secondary,No,1070,Yes,No,Unknown,19,May,30,1,357,1,Other,Yes,2023-05-19
29,Services,Divorced,Secondary,No,84,Yes,No,Cellular,13,Apr,1101,2,-1,0,Unknown,Yes,2023-04-13
30,Management,Single,Tertiary,No,2,No,No,Cellular,16,Jun,102,1,85,1,Failure,No,2023-06-16
44,Management,Married,Tertiary,No,1242,Yes,No,Cellular,6,Aug,384,6,-1,0,Unknown,No,2023-08-06
33,Student,Single,Unknown,No,5969,No,No,Cellular,4,Sep,156,2,127,8,Failure,No,2023-09-04
56,Admin.,Divorced,Secondary,No,3337,Yes,No,Telephone,17,Nov,99,3,-1,0,Unknown,No,2023-11-17
26,Services,Single,Secondary,No,1347,No,No,Telephone,18,Jun,280,6,92,5,Other,Yes,2023-06-18
52,Technician,Married,Secondary,No,64,No,No,Telephone,29,Aug,20,2,-1,0,Unknown,No,2023-08-29
32,Management,Single,Secondary,No,249,Yes,No,Unknown,2,Jun,258,1,-1,0,Unknown,No,2023-06-02
36,Technician,Single,Secondary,No,0,No,No,Cellular,29,Aug,85,6,-1,0,Unknown,No,2023-08-29
26,Blue-Collar,Married,Secondary,No,128,No,No,Unknown,4,Jul,355,1,-1,0,Unknown,No,2023-07-04
37,Blue-Collar,Married,Secondary,No,196,Yes,No,Unknown,5,Jun,66,3,-1,0,Unknown,No,2023-06-05
34,Technician,Married,Secondary,No,351,Yes,No,Cellular,18,Jul,467,1,-1,0,Unknown,No,2023-07-18
26,Services,Single,Secondary,No,5533,Yes,No,Cellular,7,May,582,2,283,4,Failure,No,2023-05-07
32,Services,Married,Secondary,No,38,Yes,No,Cellular,15,May,744,1,-1,0,Unknown,Yes,2023-05-15
30,Management,Single,Tertiary,Yes,35,No,No,Cellular,30,Jul,185,4,-1,0,Unknown,No,2023-07-30
27,Technician,Single,Secondary,No,235,Yes,No,Cellular,12,May,13,5,-1,0,Unknown,No,2023-05-12
42,Admin.,Single,Secondary,No,30,Yes,No,Cellular,4,Feb,98,1,266,3,Failure,No,2023-02-04
33,Blue-Collar,Single,Primary,No,92,Yes,No,Unknown,9,May,127,1,-1,0,Unknown,No,2023-05-09
37,Blue-Collar,Married,Secondary,No,67,No,No,Unknown,3,Jun,45,2,-1,0,Unknown,No,2023-06-03
45,Blue-Collar,Married,Secondary,No,4022,Yes,No,Cellular,29,Jan,244,3,-1,0,Unknown,No,2023-01-29
36,Entrepreneur,Married,Tertiary,No,3057,No,No,Unknown,16,Jun,2769,4,-1,0,Unknown,Yes,2023-06-16
39,Management,Single,Tertiary,No,0,Yes,No,Cellular,12,May,561,4,369,3,Failure,No,2023-05-12
33,Management,Single,Tertiary,No,349,No,No,Cellular,22,Aug,182,1,-1,0,Unknown,No,2023-08-22
47,Services,Married,Secondary,No,2322,No,No,Cellular,22,Aug,618,1,-1,0,Unknown,No,2023-08-22
49,Entrepreneur,Married,Secondary,No,167,Yes,Yes,Unknown,6,May,198,3,-1,0,Unknown,No,2023-05-06
46,Management,Divorced,Secondary,No,558,No,No,Cellular,19,Aug,126,6,-1,0,Unknown,No,2023-08-19
31,Services,Married,Secondary,No,-230,Yes,Yes,Cellular,16,Jul,715,1,-1,0,Unknown,No,2023-07-16
43,Unemployed,Divorced,Secondary,No,4094,Yes,No,Cellular,21,Nov,63,1,-1,0,Unknown,No,2023-11-21
30,Blue-Collar,Single,Secondary,Yes,239,Yes,No,Unknown,21,May,412,1,-1,0,Unknown,Yes,2023-05-21
43,Management,Divorced,Tertiary,No,497,No,No,Cellular,13,May,66,1,363,22,Failure,No,2023-05-13
42,Blue-Collar,Married,Secondary,No,179,Yes,No,Cellular,17,Nov,96,1,-1,0,Unknown,No,2023-11-17
30,Admin.,Single,Tertiary,No,305,No,No,Cellular,30,Apr,633,1,85,2,Success,Yes,2023-04-30
33,Management,Single,Tertiary,No,-67,Yes,No,Unknown,5,May,364,1,-1,0,Unknown,No,2023-05-05
41,Admin.,Married,Secondary,No,4539,No,No,Unknown,30,May,298,3,-1,0,Unknown,No,2023-05-30
29,Blue-Collar,Single,Secondary,No,770,Yes,No,Cellular,17,Apr,341,1,-1,0,Unknown,No,2023-04-17
38,Unemployed,Married,Secondary,No,-673,Yes,No,Unknown,26,May,364,1,-1,0,Unknown,No,2023-05-26
29,Technician,Married,Tertiary,No,858,Yes,No,Cellular,12,Jun,234,7,330,1,Failure,No,2023-06-12
80,Housemaid,Married,Primary,No,0,No,No,Cellular,23,Feb,639,1,189,1,Failure,Yes,2023-02-23
38,Management,Single,Tertiary,No,5244,No,No,Cellular,8,Aug,310,4,-1,0,Unknown,No,2023-08-08
36,Blue-Collar,Divorced,Primary,No,117,Yes,No,Unknown,2,Jun,123,4,-1,0,Unknown,No,2023-06-02
38,Self-Employed,Married,Tertiary,No,846,No,No,Cellular,2,Jun,253,1,-1,0,Unknown,No,2023-06-02
44,Management,Married,Secondary,Yes,0,Yes,No,Cellular,11,Jul,96,2,-1,0,Unknown,No,2023-07-11
31,Management,Married,Tertiary,No,1331,No,No,Cellular,30,Apr,297,1,86,3,Success,Yes,2023-04-30
31,Services,Single,Secondary,No,31,Yes,Yes,Unknown,26,May,501,2,-1,0,Unknown,No,2023-05-26
57,Admin.,Divorced,Primary,No,179,Yes,No,Cellular,15,May,67,1,368,2,Failure,No,2023-05-15
37,Blue-Collar,Married,Primary,No,543,Yes,No,Unknown,21,May,281,1,-1,0,Unknown,No,2023-05-21
50,Blue-Collar,Married,Secondary,No,253,Yes,Yes,Cellular,5,May,475,2,-1,0,Unknown,No,2023-05-05
60,Retired,Married,Primary,No,71188,No,No,Cellular,6,Oct,205,1,-1,0,Unknown,No,2023-10-06
51,Management,Married,Tertiary,No,5108,Yes,No,Cellular,8,Oct,272,1,102,8,Other,No,2023-10-08
48,Blue-Collar,Married,Secondary,No,1738,Yes,No,Cellular,15,Apr,349,1,-1,0,Unknown,No,2023-04-15
42,Blue-Collar,Married,Primary,No,-97,Yes,No,Cellular,3,Feb,216,4,271,5,Failure,No,2023-02-03
36,Blue-Collar,Married,Secondary,No,199,Yes,No,Cellular,9,Jul,183,1,-1,0,Unknown,No,2023-07-09
43,Management,Married,Tertiary,No,489,Yes,No,Cellular,8,May,130,1,172,2,Other,No,2023-05-08
31,Admin.,Married,Primary,No,355,Yes,Yes,Unknown,4,Jun,61,6,-1,0,Unknown,No,2023-06-04
49,Technician,Single,Secondary,No,-97,Yes,No,Unknown,6,Jun,92,2,-1,0,Unknown,No,2023-06-06
35,Management,Divorced,Tertiary,No,473,No,Yes,Cellular,5,Aug,37,2,-1,0,Unknown,No,2023-08-05
44,Entrepreneur,Married,Secondary,No,6649,Yes,No,Cellular,19,Nov,354,2,-1,0,Unknown,No,2023-11-19
34,Self-Employed,Married,Tertiary,No,263,No,No,Cellular,4,May,203,1,78,8,Other,No,2023-05-04
46,Blue-Collar,Married,Secondary,No,781,No,No,Unknown,13,May,152,1,-1,0,Unknown,No,2023-05-13
49,Blue-Collar,Married,Primary,No,1032,Yes,No,Unknown,2,Jun,41,5,-1,0,Unknown,No,2023-06-02
32,Blue-Collar,Married,Secondary,No,119,No,No,Cellular,4,May,20,5,-1,0,Unknown,No,2023-05-04
35,Management,Divorced,Tertiary,No,434,Yes,No,Cellular,11,May,277,1,271,2,Success,No,2023-05-11
51,Admin.,Married,Secondary,No,2967,No,No,Unknown,17,Jun,83,2,-1,0,Unknown,No,2023-06-17
57,Retired,Divorced,Secondary,No,-331,Yes,No,Unknown,6,May,531,1,-1,0,Unknown,No,2023-05-06
59,Management,Married,Tertiary,No,1585,No,No,Telephone,28,Aug,91,5,-1,0,Unknown,No,2023-08-28
40,Services,Divorced,Unknown,No,4384,Yes,No,Unknown,5,May,315,1,-1,0,Unknown,No,2023-05-05
49,Management,Single,Tertiary,No,588,No,No,Cellular,28,Aug,70,9,-1,0,Unknown,No,2023-08-28
51,Management,Married,Secondary,No,3180,Yes,No,Cellular,9,Jul,384,1,-1,0,Unknown,No,2023-07-09
35,Admin.,Married,Secondary,Yes,0,No,Yes,Unknown,4,Jul,105,3,-1,0,Unknown,No,2023-07-04
29,Self-Employed,Married,Secondary,No,-76,Yes,No,Unknown,27,May,305,2,-1,0,Unknown,No,2023-05-27
32,Services,Single,Secondary,No,152,Yes,No,Cellular,25,May,158,2,-1,0,Unknown,Yes,2023-05-25
37,Housemaid,Divorced,Secondary,No,1040,Yes,No,Cellular,13,May,199,1,173,2,Failure,No,2023-05-13
49,Unemployed,Married,Primary,No,-384,Yes,No,Unknown,27,May,25,1,-1,0,Unknown,No,2023-05-27
45,Technician,Married,Unknown,No,473,Yes,No,Unknown,27,May,147,1,-1,0,Unknown,No,2023-05-27
34,Technician,Single,Secondary,No,475,Yes,No,Cellular,29,Jul,538,8,-1,0,Unknown,No,2023-07-29
53,Technician,Married,Secondary,No,0,No,No,Cellular,22,Aug,77,9,-1,0,Unknown,No,2023-08-22
42,Entrepreneur,Married,Primary,No,149,No,No,Cellular,20,Aug,94,2,-1,0,Unknown,No,2023-08-20
43,Technician,Married,Secondary,No,3285,Yes,No,Unknown,13,May,1721,2,-1,0,Unknown,Yes,2023-05-13
52,Retired,Married,Secondary,No,424,No,No,Cellular,19,Nov,143,1,154,3,Failure,No,2023-11-19
34,Blue-Collar,Single,Secondary,No,79,No,Yes,Cellular,20,Nov,104,1,-1,0,Unknown,No,2023-11-20
34,Technician,Divorced,Tertiary,No,674,Yes,No,Cellular,7,Aug,587,2,-1,0,Unknown,Yes,2023-08-07
27,Services,Married,Secondary,No,0,Yes,No,Cellular,22,Jul,1608,13,-1,0,Unknown,Yes,2023-07-22
43,Unemployed,Married,Tertiary,No,58,Yes,No,Cellular,9,Feb,48,4,-1,0,Unknown,No,2023-02-09
41,Technician,Married,Tertiary,No,532,Yes,No,Cellular,9,Jul,74,1,-1,0,Unknown,No,2023-07-09
72,Retired,Married,Secondary,No,4130,No,No,Cellular,12,Nov,427,1,-1,0,Unknown,No,2023-11-12
35,Blue-Collar,Married,Primary,No,422,Yes,No,Cellular,14,May,73,1,-1,0,Unknown,No,2023-05-14
41,Management,Married,Tertiary,No,437,Yes,No,Unknown,3,Jun,14,21,-1,0,Unknown,No,2023-06-03
36,Blue-Collar,Divorced,Primary,No,-308,Yes,No,Cellular,12,May,725,1,-1,0,Unknown,Yes,2023-05-12
51,Housemaid,Married,Primary,No,30,Yes,No,Cellular,14,Jul,333,2,-1,0,Unknown,No,2023-07-14
37,Self-Employed,Married,Tertiary,No,137,No,No,Cellular,13,Aug,244,6,-1,0,Unknown,No,2023-08-13
42,Admin.,Single,Secondary,No,-247,Yes,Yes,Telephone,21,Oct,519,1,166,1,Other,Yes,2023-10-21
26,Admin.,Single,Secondary,No,321,Yes,No,Cellular,22,Jul,242,7,-1,0,Unknown,No,2023-07-22
23,Services,Single,Secondary,No,250,Yes,No,Cellular,18,May,222,1,-1,0,Unknown,No,2023-05-18
50,Management,Married,Tertiary,No,-470,Yes,No,Cellular,19,Nov,130,2,160,1,Failure,No,2023-11-19
37,Blue-Collar,Married,Secondary,No,140,Yes,Yes,Cellular,7,May,490,1,-1,0,Unknown,No,2023-05-07
35,Management,Married,Tertiary,No,2793,No,No,Cellular,20,Nov,258,2,-1,0,Unknown,No,2023-11-20
37,Management,Married,Tertiary,No,410,No,No,Cellular,29,Jan,337,2,-1,0,Unknown,No,2023-01-29
79,Retired,Divorced,Unknown,No,2628,No,No,Telephone,8,Jul,220,7,450,2,Failure,No,2023-07-08
39,Technician,Married,Secondary,No,116,No,No,Cellular,24,Aug,79,2,94,2,Success,No,2023-08-24
47,Services,Married,Secondary,No,0,Yes,No,Telephone,9,Jul,250,1,-1,0,Unknown,No,2023-07-09
44,Blue-Collar,Married,Secondary,No,878,Yes,No,Cellular,2,Jun,130,1,-1,0,Unknown,No,2023-06-02
36,Management,Single,Tertiary,No,2944,No,No,Cellular,18,Aug,882,8,-1,0,Unknown,Yes,2023-08-18
33,Blue-Collar,Single,Secondary,No,3975,Yes,Yes,Cellular,17,Apr,515,1,150,1,Other,No,2023-04-17
42,Services,Married,Secondary,No,96,Yes,No,Cellular,5,May,238,3,340,2,Failure,No,2023-05-05
35,Technician,Single,Tertiary,No,2288,No,No,Telephone,28,May,32,2,-1,0,Unknown,No,2023-05-28
31,Blue-Collar,Married,Secondary,No,472,Yes,No,Unknown,13,May,907,2,-1,0,Unknown,No,2023-05-13
58,Services,Married,Primary,No,65,No,No,Unknown,27,Jun,162,1,-1,0,Unknown,No,2023-06-27
46,Management,Married,Tertiary,No,0,No,No,Unknown,7,May,70,2,-1,0,Unknown,No,2023-05-07
41,Admin.,Single,Secondary,No,400,Yes,No,Unknown,4,Jun,99,6,-1,0,Unknown,No,2023-06-04
58,Technician,Married,Secondary,No,7495,Yes,No,Unknown,13,May,325,1,-1,0,Unknown,No,2023-05-13
33,Blue-Collar,Married,Secondary,No,137,No,Yes,Cellular,18,Jul,305,12,-1,0,Unknown,No,2023-07-18
31,Unemployed,Married,Secondary,No,24,Yes,No,Cellular,19,Nov,631,1,-1,0,Unknown,No,2023-11-19
55,Technician,Divorced,Secondary,No,3450,No,No,Cellular,10,Feb,169,1,183,1,Failure,Yes,2023-02-10
38,Technician,Single,Secondary,No,311,Yes,No,Cellular,28,May,61,2,-1,0,Unknown,No,2023-05-28
55,Housemaid,Married,Secondary,No,139,No,No,Cellular,22,Aug,256,2,-1,0,Unknown,No,2023-08-22
47,Management,Single,Tertiary,No,0,No,No,Unknown,11,Jun,58,3,-1,0,Unknown,No,2023-06-11
51,Housemaid,Married,Primary,No,492,Yes,No,Unknown,20,May,142,3,-1,0,Unknown,No,2023-05-20
46,Management,Single,Tertiary,No,334,Yes,No,Telephone,4,May,36,6,90,2,Other,No,2023-05-04
61,Management,Married,Tertiary,No,997,No,No,Cellular,10,Mar,106,1,-1,0,Unknown,Yes,2023-03-10
47,Management,Single,Tertiary,No,440,No,No,Cellular,21,Aug,71,4,-1,0,Unknown,No,2023-08-21
34,Technician,Married,Secondary,No,47,No,No,Cellular,25,Aug,132,6,-1,0,Unknown,No,2023-08-25
34,Blue-Collar,Married,Secondary,No,1298,Yes,No,Unknown,20,May,120,1,-1,0,Unknown,No,2023-05-20
41,Management,Divorced,Tertiary,No,3355,No,No,Cellular,14,Oct,181,2,500,1,Failure,No,2023-10-14
36,Blue-Collar,Divorced,Secondary,No,-11,No,No,Unknown,5,Jun,152,2,-1,0,Unknown,No,2023-06-05
26,Blue-Collar,Single,Secondary,No,396,Yes,No,Unknown,28,May,302,1,-1,0,Unknown,No,2023-05-28
35,Management,Married,Tertiary,No,8,No,No,Cellular,23,Apr,93,3,-1,0,Unknown,Yes,2023-04-23
36,Blue-Collar,Married,Secondary,No,1409,No,No,Unknown,17,Jun,235,2,-1,0,Unknown,No,2023-06-17
26,Management,Single,Tertiary,No,170,No,No,Cellular,15,Jun,129,1,-1,0,Unknown,Yes,2023-06-15
58,Management,Married,Primary,No,2769,Yes,No,Cellular,11,Jul,94,2,-1,0,Unknown,No,2023-07-11
50,Blue-Collar,Married,Secondary,No,2320,Yes,No,Cellular,7,Apr,310,1,-1,0,Unknown,No,2023-04-07
61,Retired,Married,Secondary,No,76,Yes,No,Cellular,15,Jul,195,7,-1,0,Unknown,No,2023-07-15
28,Technician,Single,Secondary,No,2034,Yes,No,Unknown,21,May,196,1,-1,0,Unknown,No,2023-05-21
49,Blue-Collar,Single,Primary,No,3018,Yes,No,Unknown,15,May,93,1,-1,0,Unknown,No,2023-05-15
74,Retired,Married,Secondary,No,921,No,No,Telephone,17,Apr,394,2,-1,0,Unknown,Yes,2023-04-17
53,Blue-Collar,Married,Secondary,No,483,Yes,No,Cellular,3,Feb,288,3,-1,0,Unknown,No,2023-02-03
46,Self-Employed,Married,Secondary,No,390,Yes,No,Cellular,31,Jul,208,2,-1,0,Unknown,No,2023-07-31
47,Management,Married,Tertiary,No,0,No,No,Cellular,27,Oct,508,1,-1,0,Unknown,Yes,2023-10-27
42,Blue-Collar,Single,Primary,No,92,No,No,Cellular,30,Jul,86,2,-1,0,Unknown,No,2023-07-30
56,Services,Married,Secondary,No,22196,Yes,No,Cellular,21,Nov,189,1,-1,0,Unknown,No,2023-11-21
42,Technician,Married,Secondary,No,2,No,No,Unknown,29,May,249,2,-1,0,Unknown,No,2023-05-29
49,Housemaid,Married,Primary,No,249,Yes,No,Cellular,21,Nov,450,1,-1,0,Unknown,No,2023-11-21
43,Unemployed,Single,Unknown,No,3274,Yes,No,Cellular,22,May,680,1,95,1,Failure,No,2023-05-22
39,Services,Married,Secondary,No,5731,Yes,No,Unknown,20,May,175,2,-1,0,Unknown,No,2023-05-20
66,Retired,Married,Primary,No,206,No,No,Cellular,9,Feb,479,1,-1,0,Unknown,Yes,2023-02-09
30,Technician,Single,Tertiary,No,2325,No,No,Cellular,5,Apr,270,3,241,4,Other,No,2023-04-05
38,Management,Single,Tertiary,No,0,No,No,Cellular,24,Jul,164,1,-1,0,Unknown,No,2023-07-24
31,Blue-Collar,Married,Secondary,No,1664,Yes,No,Cellular,20,Apr,158,1,182,1,Success,No,2023-04-20
