Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
Sle,Sierra Leone,1970,30-34 Years,Female,401,468.1
Sle,Sierra Leone,1970,30-34 Years,Both,883,510.3
Sle,Sierra Leone,1970,35-39 Years,Male,532,696.2
Sle,Sierra Leone,1970,35-39 Years,Female,415,556.9
Sle,Sierra Leone,1970,35-39 Years,Both,947,627.5
Sle,Sierra Leone,1970,40-44 Years,Male,585,881.1
Sle,Sierra Leone,1970,40-44 Years,Female,401,619.2
Sle,Sierra Leone,1970,40-44 Years,Both,986,751.7
Sle,Sierra Leone,1970,45-49 Years,Male,680,1199.8
Sle,Sierra Leone,1970,45-49 Years,Female,427,765.3
Sle,Sierra Leone,1970,45-49 Years,Both,1107,984.2
Sle,Sierra Leone,1970,50-54 Years,Male,796,1697.0
Sle,Sierra Leone,1970,50-54 Years,Female,498,1069.7
Sle,Sierra Leone,1970,50-54 Years,Both,1295,1384.5
Sle,Sierra Leone,1970,55-59 Years,Male,866,2321.0
Sle,Sierra Leone,1970,55-59 Years,Female,536,1442.7
Sle,Sierra Leone,1970,55-59 Years,Both,1402,1882.9
Sle,Sierra Leone,1970,60-64 Years,Male,977,3465.9
Sle,Sierra Leone,1970,60-64 Years,Female,670,2431.8
Sle,Sierra Leone,1970,60-64 Years,Both,1647,2955.0
Sle,Sierra Leone,1970,65-69 Years,Male,940,4776.3
Sle,Sierra Leone,1970,65-69 Years,Female,643,3541.4
Sle,Sierra Leone,1970,65-69 Years,Both,1583,4183.6
Sle,Sierra Leone,1970,70-74 Years,Male,859,6999.5
Sle,Sierra Leone,1970,70-74 Years,Female,565,5604.4
Sle,Sierra Leone,1970,70-74 Years,Both,1424,6370.6
Sle,Sierra Leone,1970,75-79 Years,Male,625,9899.2
Sle,Sierra Leone,1970,75-79 Years,Female,347,8153.1
Sle,Sierra Leone,1970,75-79 Years,Both,973,9195.7
Sle,Sierra Leone,1970,80+ Years,Male,511,15564.8
Sle,Sierra Leone,1970,80+ Years,Female,200,12676.3
Sle,Sierra Leone,1970,80+ Years,Both,712,14626.5
Sle,Sierra Leone,1970,All Ages,Male,34021,2674.0
Sle,Sierra Leone,1970,All Ages,Female,26298,2003.3
Sle,Sierra Leone,1970,All Ages,Both,60319,2333.4
Sle,Sierra Leone,1980,0-6 Days,Male,4422,342801.8
Sle,Sierra Leone,1980,0-6 Days,Female,3296,259121.0
Sle,Sierra Leone,1980,0-6 Days,Both,7718,301255.4
Sle,Sierra Leone,1980,7-27 Days,Male,1865,50392.7
Sle,Sierra Leone,1980,7-27 Days,Female,1759,48051.9
Sle,Sierra Leone,1980,7-27 Days,Both,3624,49221.8
Sle,Sierra Leone,1980,28-364 Days,Male,8080,14838.3
Sle,Sierra Leone,1980,28-364 Days,Female,6639,12289.8
Sle,Sierra Leone,1980,28-364 Days,Both,14719,13569.2
Sle,Sierra Leone,1980,1-4 Years,Male,9369,5022.2
Sle,Sierra Leone,1980,1-4 Years,Female,7416,3943.2
Sle,Sierra Leone,1980,1-4 Years,Both,16785,4480.5
Sle,Sierra Leone,1980,5-9 Years,Male,897,450.8
Sle,Sierra Leone,1980,5-9 Years,Female,777,359.8
Sle,Sierra Leone,1980,5-9 Years,Both,1673,403.4
Sle,Sierra Leone,1980,10-14 Years,Male,399,231.4
Sle,Sierra Leone,1980,10-14 Years,Female,311,163.2
Sle,Sierra Leone,1980,10-14 Years,Both,710,195.6
Sle,Sierra Leone,1980,15-19 Years,Male,388,260.6
Sle,Sierra Leone,1980,15-19 Years,Female,324,195.7
Sle,Sierra Leone,1980,15-19 Years,Both,713,226.4
Sle,Sierra Leone,1980,20-24 Years,Male,503,391.1
Sle,Sierra Leone,1980,20-24 Years,Female,437,303.8
Sle,Sierra Leone,1980,20-24 Years,Both,940,345.0
Sle,Sierra Leone,1980,25-29 Years,Male,508,455.9
Sle,Sierra Leone,1980,25-29 Years,Female,473,378.3
Sle,Sierra Leone,1980,25-29 Years,Both,981,414.9
Sle,Sierra Leone,1980,30-34 Years,Male,538,521.9
Sle,Sierra Leone,1980,30-34 Years,Female,452,430.9
Sle,Sierra Leone,1980,30-34 Years,Both,990,476.0
Sle,Sierra Leone,1980,35-39 Years,Male,613,660.7
Sle,Sierra Leone,1980,35-39 Years,Female,467,518.1
Sle,Sierra Leone,1980,35-39 Years,Both,1080,590.3
Sle,Sierra Leone,1980,40-44 Years,Male,659,836.4
Sle,Sierra Leone,1980,40-44 Years,Female,445,582.7
Sle,Sierra Leone,1980,40-44 Years,Both,1104,711.6
Sle,Sierra Leone,1980,45-49 Years,Male,767,1139.7
Sle,Sierra Leone,1980,45-49 Years,Female,472,725.5
Sle,Sierra Leone,1980,45-49 Years,Both,1239,936.2
Sle,Sierra Leone,1980,50-54 Years,Male,909,1615.0
Sle,Sierra Leone,1980,50-54 Years,Female,557,1017.5
Sle,Sierra Leone,1980,50-54 Years,Both,1466,1320.3
Sle,Sierra Leone,1980,55-59 Years,Male,1007,2219.0
Sle,Sierra Leone,1980,55-59 Years,Female,612,1377.0
Sle,Sierra Leone,1980,55-59 Years,Both,1619,1802.4
Sle,Sierra Leone,1980,60-64 Years,Male,1146,3317.5
Sle,Sierra Leone,1980,60-64 Years,Female,771,2307.7
Sle,Sierra Leone,1980,60-64 Years,Both,1917,2821.0
Sle,Sierra Leone,1980,65-69 Years,Male,1116,4598.5
Sle,Sierra Leone,1980,65-69 Years,Female,749,3372.5
Sle,Sierra Leone,1980,65-69 Years,Both,1865,4012.5
Sle,Sierra Leone,1980,70-74 Years,Male,1026,6765.7
Sle,Sierra Leone,1980,70-74 Years,Female,654,5351.1
Sle,Sierra Leone,1980,70-74 Years,Both,1680,6134.1
Sle,Sierra Leone,1980,75-79 Years,Male,743,9611.9
Sle,Sierra Leone,1980,75-79 Years,Female,398,7831.0
Sle,Sierra Leone,1980,75-79 Years,Both,1141,8905.5
Sle,Sierra Leone,1980,80+ Years,Male,599,15215.4
Sle,Sierra Leone,1980,80+ Years,Female,222,12224.2
Sle,Sierra Leone,1980,80+ Years,Both,821,14273.0
Sle,Sierra Leone,1980,All Ages,Male,35554,2315.2
Sle,Sierra Leone,1980,All Ages,Female,27230,1703.8
Sle,Sierra Leone,1980,All Ages,Both,62784,2003.4
Sle,Sierra Leone,1990,0-6 Days,Male,4442,278341.5
Sle,Sierra Leone,1990,0-6 Days,Female,3393,215723.0
Sle,Sierra Leone,1990,0-6 Days,Both,7836,247259.5
Sle,Sierra Leone,1990,7-27 Days,Male,1805,39080.5
Sle,Sierra Leone,1990,7-27 Days,Female,1753,38422.9
Sle,Sierra Leone,1990,7-27 Days,Both,3558,38753.7
Sle,Sierra Leone,1990,28-364 Days,Male,8251,11954.1
Sle,Sierra Leone,1990,28-364 Days,Female,6711,9819.6
Sle,Sierra Leone,1990,28-364 Days,Both,14962,10892.1
Sle,Sierra Leone,1990,1-4 Years,Male,9275,3776.8
Sle,Sierra Leone,1990,1-4 Years,Female,7279,2960.5
Sle,Sierra Leone,1990,1-4 Years,Both,16554,3368.4
Sle,Sierra Leone,1990,5-9 Years,Male,975,360.5
Sle,Sierra Leone,1990,5-9 Years,Female,824,292.4
Sle,Sierra Leone,1990,5-9 Years,Both,1800,325.7
Sle,Sierra Leone,1990,10-14 Years,Male,464,198.4
Sle,Sierra Leone,1990,10-14 Years,Female,360,145.7
Sle,Sierra Leone,1990,10-14 Years,Both,824,171.3
Sle,Sierra Leone,1990,15-19 Years,Male,480,247.3
Sle,Sierra Leone,1990,15-19 Years,Female,390,185.9
Sle,Sierra Leone,1990,15-19 Years,Both,869,215.4
Sle,Sierra Leone,1990,20-24 Years,Male,624,375.4
Sle,Sierra Leone,1990,20-24 Years,Female,521,284.8
Sle,Sierra Leone,1990,20-24 Years,Both,1145,327.9
Sle,Sierra Leone,1990,25-29 Years,Male,617,438.1
Sle,Sierra Leone,1990,25-29 Years,Female,554,353.7
Sle,Sierra Leone,1990,25-29 Years,Both,1171,393.7
Sle,Sierra Leone,1990,30-34 Years,Male,605,502.8
Sle,Sierra Leone,1990,30-34 Years,Female,544,406.3
Sle,Sierra Leone,1990,30-34 Years,Both,1150,452.0
Sle,Sierra Leone,1990,35-39 Years,Male,667,643.5
Sle,Sierra Leone,1990,35-39 Years,Female,577,500.6
Sle,Sierra Leone,1990,35-39 Years,Both,1244,568.3
Sle,Sierra Leone,1990,40-44 Years,Male,766,812.8
Sle,Sierra Leone,1990,40-44 Years,Female,539,565.9
Sle,Sierra Leone,1990,40-44 Years,Both,1304,688.7
Sle,Sierra Leone,1990,45-49 Years,Male,910,1106.2
Sle,Sierra Leone,1990,45-49 Years,Female,566,706.7
Sle,Sierra Leone,1990,45-49 Years,Both,1476,909.1
Sle,Sierra Leone,1990,50-54 Years,Male,1048,1567.1
Sle,Sierra Leone,1990,50-54 Years,Female,647,990.3
Sle,Sierra Leone,1990,50-54 Years,Both,1695,1282.1
Sle,Sierra Leone,1990,55-59 Years,Male,1151,2157.9
Sle,Sierra Leone,1990,55-59 Years,Female,700,1343.2
Sle,Sierra Leone,1990,55-59 Years,Both,1851,1755.2
Sle,Sierra Leone,1990,60-64 Years,Male,1296,3219.9
Sle,Sierra Leone,1990,60-64 Years,Female,872,2231.8
Sle,Sierra Leone,1990,60-64 Years,Both,2168,2733.0
Sle,Sierra Leone,1990,65-69 Years,Male,1248,4481.7
Sle,Sierra Leone,1990,65-69 Years,Female,845,3272.4
Sle,Sierra Leone,1990,65-69 Years,Both,2093,3899.6
Sle,Sierra Leone,1990,70-74 Years,Male,1107,6612.4
Sle,Sierra Leone,1990,70-74 Years,Female,720,5195.7
Sle,Sierra Leone,1990,70-74 Years,Both,1827,5970.8
Sle,Sierra Leone,1990,75-79 Years,Male,754,9424.2
Sle,Sierra Leone,1990,75-79 Years,Female,416,7633.6
Sle,Sierra Leone,1990,75-79 Years,Both,1170,8698.5
Sle,Sierra Leone,1990,80+ Years,Male,525,14729.1
Sle,Sierra Leone,1990,80+ Years,Female,206,11842.6
Sle,Sierra Leone,1990,80+ Years,Both,731,13783.3
Sle,Sierra Leone,1990,All Ages,Male,37011,1904.2
Sle,Sierra Leone,1990,All Ages,Female,28418,1402.5
Sle,Sierra Leone,1990,All Ages,Both,65428,1648.1
Sle,Sierra Leone,2000,0-6 Days,Male,4264,240342.4
Sle,Sierra Leone,2000,0-6 Days,Female,3312,189450.8
Sle,Sierra Leone,2000,0-6 Days,Both,7575,215023.4
Sle,Sierra Leone,2000,7-27 Days,Male,1660,32168.8
Sle,Sierra Leone,2000,7-27 Days,Female,1635,32095.7
Sle,Sierra Leone,2000,7-27 Days,Both,3295,32132.5
Sle,Sierra Leone,2000,28-364 Days,Male,7866,10117.3
Sle,Sierra Leone,2000,28-364 Days,Female,6375,8290.4
Sle,Sierra Leone,2000,28-364 Days,Both,14241,9208.9
Sle,Sierra Leone,2000,1-4 Years,Male,8572,2989.8
Sle,Sierra Leone,2000,1-4 Years,Female,6689,2336.8
Sle,Sierra Leone,2000,1-4 Years,Both,15261,2663.6
Sle,Sierra Leone,2000,5-9 Years,Male,847,307.0
Sle,Sierra Leone,2000,5-9 Years,Female,730,251.5
Sle,Sierra Leone,2000,5-9 Years,Both,1576,278.6
Sle,Sierra Leone,2000,10-14 Years,Male,442,185.3
Sle,Sierra Leone,2000,10-14 Years,Female,384,153.1
Sle,Sierra Leone,2000,10-14 Years,Both,827,168.8
Sle,Sierra Leone,2000,15-19 Years,Male,577,261.7
Sle,Sierra Leone,2000,15-19 Years,Female,500,218.2
Sle,Sierra Leone,2000,15-19 Years,Both,1077,239.5
Sle,Sierra Leone,2000,20-24 Years,Male,775,412.9
Sle,Sierra Leone,2000,20-24 Years,Female,706,355.9
Sle,Sierra Leone,2000,20-24 Years,Both,1481,383.6
Sle,Sierra Leone,2000,25-29 Years,Male,767,508.7
Sle,Sierra Leone,2000,25-29 Years,Female,759,462.3
Sle,Sierra Leone,2000,25-29 Years,Both,1526,484.5
Sle,Sierra Leone,2000,30-34 Years,Male,767,599.7
Sle,Sierra Leone,2000,30-34 Years,Female,749,530.2
Sle,Sierra Leone,2000,30-34 Years,Both,1516,563.2
Sle,Sierra Leone,2000,35-39 Years,Male,819,763.5
Sle,Sierra Leone,2000,35-39 Years,Female,780,654.1
Sle,Sierra Leone,2000,35-39 Years,Both,1598,705.9
Sle,Sierra Leone,2000,40-44 Years,Male,832,928.4
Sle,Sierra Leone,2000,40-44 Years,Female,704,702.0
Sle,Sierra Leone,2000,40-44 Years,Both,1535,808.9
Sle,Sierra Leone,2000,45-49 Years,Male,909,1228.7
Sle,Sierra Leone,2000,45-49 Years,Female,708,842.1
Sle,Sierra Leone,2000,45-49 Years,Both,1617,1023.0
Sle,Sierra Leone,2000,50-54 Years,Male,1076,1693.6
Sle,Sierra Leone,2000,50-54 Years,Female,743,1119.2
Sle,Sierra Leone,2000,50-54 Years,Both,1819,1400.1
Sle,Sierra Leone,2000,55-59 Years,Male,1159,2283.3
Sle,Sierra Leone,2000,55-59 Years,Female,783,1511.2
Sle,Sierra Leone,2000,55-59 Years,Both,1942,1893.3
Sle,Sierra Leone,2000,60-64 Years,Male,1205,3346.8
Sle,Sierra Leone,2000,60-64 Years,Female,912,2470.3
Sle,Sierra Leone,2000,60-64 Years,Both,2117,2903.2
Sle,Sierra Leone,2000,65-69 Years,Male,1098,4629.3
Sle,Sierra Leone,2000,65-69 Years,Female,855,3658.6
Sle,Sierra Leone,2000,65-69 Years,Both,1953,4147.4
Sle,Sierra Leone,2000,70-74 Years,Male,915,6800.7
Sle,Sierra Leone,2000,70-74 Years,Female,687,5670.7
Sle,Sierra Leone,2000,70-74 Years,Both,1602,6265.4
Sle,Sierra Leone,2000,75-79 Years,Male,573,9651.4
Sle,Sierra Leone,2000,75-79 Years,Female,378,8238.6
Sle,Sierra Leone,2000,75-79 Years,Both,951,9035.5
Sle,Sierra Leone,2000,80+ Years,Male,337,14746.7
Sle,Sierra Leone,2000,80+ Years,Female,171,12442.3
Sle,Sierra Leone,2000,80+ Years,Both,507,13882.3
Sle,Sierra Leone,2000,All Ages,Male,35458,1738.8
Sle,Sierra Leone,2000,All Ages,Female,28558,1331.9
Sle,Sierra Leone,2000,All Ages,Both,64016,1530.2
Sle,Sierra Leone,2010,0-6 Days,Male,3356,155375.0
Sle,Sierra Leone,2010,0-6 Days,Female,2668,125430.7
Sle,Sierra Leone,2010,0-6 Days,Both,6024,140518.1
Sle,Sierra Leone,2010,7-27 Days,Male,923,14496.0
Sle,Sierra Leone,2010,7-27 Days,Female,893,14227.8
Sle,Sierra Leone,2010,7-27 Days,Both,1816,14364.0
Sle,Sierra Leone,2010,28-364 Days,Male,4871,4908.8
Sle,Sierra Leone,2010,28-364 Days,Female,4041,4125.4
Sle,Sierra Leone,2010,28-364 Days,Both,8913,4519.6
Sle,Sierra Leone,2010,1-4 Years,Male,4220,1072.3
Sle,Sierra Leone,2010,1-4 Years,Female,3169,812.8
Sle,Sierra Leone,2010,1-4 Years,Both,7389,943.2
Sle,Sierra Leone,2010,5-9 Years,Male,663,161.0
Sle,Sierra Leone,2010,5-9 Years,Female,567,134.6
Sle,Sierra Leone,2010,5-9 Years,Both,1230,147.6
Sle,Sierra Leone,2010,10-14 Years,Male,416,117.7
Sle,Sierra Leone,2010,10-14 Years,Female,405,110.4
Sle,Sierra Leone,2010,10-14 Years,Both,821,114.0
Sle,Sierra Leone,2010,15-19 Years,Male,685,229.7
Sle,Sierra Leone,2010,15-19 Years,Female,623,199.0
Sle,Sierra Leone,2010,15-19 Years,Both,1308,214.0
Sle,Sierra Leone,2010,20-24 Years,Male,983,384.0
Sle,Sierra Leone,2010,20-24 Years,Female,893,332.4
Sle,Sierra Leone,2010,20-24 Years,Both,1876,357.6
Sle,Sierra Leone,2010,25-29 Years,Male,1138,493.7
Sle,Sierra Leone,2010,25-29 Years,Female,1068,444.5
Sle,Sierra Leone,2010,25-29 Years,Both,2206,468.6
Sle,Sierra Leone,2010,30-34 Years,Male,1156,595.3
Sle,Sierra Leone,2010,30-34 Years,Female,1061,518.0
Sle,Sierra Leone,2010,30-34 Years,Both,2217,555.6
Sle,Sierra Leone,2010,35-39 Years,Male,1196,771.0
Sle,Sierra Leone,2010,35-39 Years,Female,1121,667.3
Sle,Sierra Leone,2010,35-39 Years,Both,2317,717.1
Sle,Sierra Leone,2010,40-44 Years,Male,1174,911.7
Sle,Sierra Leone,2010,40-44 Years,Female,1001,705.5
Sle,Sierra Leone,2010,40-44 Years,Both,2175,803.6
Sle,Sierra Leone,2010,45-49 Years,Male,1234,1182.4
Sle,Sierra Leone,2010,45-49 Years,Female,976,833.9
Sle,Sierra Leone,2010,45-49 Years,Both,2210,998.2
Sle,Sierra Leone,2010,50-54 Years,Male,1324,1600.3
Sle,Sierra Leone,2010,50-54 Years,Female,1009,1067.5
Sle,Sierra Leone,2010,50-54 Years,Both,2333,1316.2
Sle,Sierra Leone,2010,55-59 Years,Male,1349,2141.3
Sle,Sierra Leone,2010,55-59 Years,Female,1070,1451.1
Sle,Sierra Leone,2010,55-59 Years,Both,2419,1769.2
Sle,Sierra Leone,2010,60-64 Years,Male,1473,3099.3
Sle,Sierra Leone,2010,60-64 Years,Female,1175,2294.8
Sle,Sierra Leone,2010,60-64 Years,Both,2649,2682.0
Sle,Sierra Leone,2010,65-69 Years,Male,1355,4325.8
Sle,Sierra Leone,2010,65-69 Years,Female,1099,3472.1
Sle,Sierra Leone,2010,65-69 Years,Both,2454,3896.7
Sle,Sierra Leone,2010,70-74 Years,Male,1062,6399.3
Sle,Sierra Leone,2010,70-74 Years,Female,813,5306.4
Sle,Sierra Leone,2010,70-74 Years,Both,1875,5874.5
Sle,Sierra Leone,2010,75-79 Years,Male,624,9157.7
Sle,Sierra Leone,2010,75-79 Years,Female,416,7775.5
Sle,Sierra Leone,2010,75-79 Years,Both,1039,8549.9
Sle,Sierra Leone,2010,80+ Years,Male,326,14002.6
Sle,Sierra Leone,2010,80+ Years,Female,170,11823.7
Sle,Sierra Leone,2010,80+ Years,Both,496,13170.9
Sle,Sierra Leone,2010,All Ages,Male,29527,1023.7
Sle,Sierra Leone,2010,All Ages,Female,24239,805.0
Sle,Sierra Leone,2010,All Ages,Both,53767,912.0
Slv,El Salvador,1970,0-6 Days,Male,2309,147082.7
Slv,El Salvador,1970,0-6 Days,Female,1549,103172.1
Slv,El Salvador,1970,0-6 Days,Both,3858,125620.7
Slv,El Salvador,1970,7-27 Days,Male,1595,34690.0
Slv,El Salvador,1970,7-27 Days,Female,1035,23411.5
Slv,El Salvador,1970,7-27 Days,Both,2630,29165.3
Slv,El Salvador,1970,28-364 Days,Male,6291,9011.2
Slv,El Salvador,1970,28-364 Days,Female,4612,6817.3
Slv,El Salvador,1970,28-364 Days,Both,10903,7931.4
Slv,El Salvador,1970,1-4 Years,Male,4108,1525.8
Slv,El Salvador,1970,1-4 Years,Female,3381,1286.2
Slv,El Salvador,1970,1-4 Years,Both,7489,1407.5
Slv,El Salvador,1970,5-9 Years,Male,774,267.3
Slv,El Salvador,1970,5-9 Years,Female,645,225.9
Slv,El Salvador,1970,5-9 Years,Both,1420,246.7
Slv,El Salvador,1970,10-14 Years,Male,301,124.9
Slv,El Salvador,1970,10-14 Years,Female,221,92.9
Slv,El Salvador,1970,10-14 Years,Both,522,109.0
Slv,El Salvador,1970,15-19 Years,Male,344,174.9
Slv,El Salvador,1970,15-19 Years,Female,248,125.8
Slv,El Salvador,1970,15-19 Years,Both,592,150.3
Slv,El Salvador,1970,20-24 Years,Male,551,365.3
Slv,El Salvador,1970,20-24 Years,Female,259,169.4
Slv,El Salvador,1970,20-24 Years,Both,810,266.5
Slv,El Salvador,1970,25-29 Years,Male,499,400.2
Slv,El Salvador,1970,25-29 Years,Female,237,183.5
Slv,El Salvador,1970,25-29 Years,Both,736,290.0
Slv,El Salvador,1970,30-34 Years,Male,473,462.7
Slv,El Salvador,1970,30-34 Years,Female,280,256.1
Slv,El Salvador,1970,30-34 Years,Both,753,355.9
Slv,El Salvador,1970,35-39 Years,Male,478,576.1
Slv,El Salvador,1970,35-39 Years,Female,382,416.5
Slv,El Salvador,1970,35-39 Years,Both,860,492.4
Slv,El Salvador,1970,40-44 Years,Male,503,717.0
Slv,El Salvador,1970,40-44 Years,Female,386,522.1
Slv,El Salvador,1970,40-44 Years,Both,889,617.0
Slv,El Salvador,1970,45-49 Years,Male,534,838.7
Slv,El Salvador,1970,45-49 Years,Female,417,645.0
Slv,El Salvador,1970,45-49 Years,Both,951,741.1
Slv,El Salvador,1970,50-54 Years,Male,572,1090.0
Slv,El Salvador,1970,50-54 Years,Female,457,864.6
Slv,El Salvador,1970,50-54 Years,Both,1029,976.8
Slv,El Salvador,1970,55-59 Years,Male,598,1419.8
Slv,El Salvador,1970,55-59 Years,Female,464,1087.0
Slv,El Salvador,1970,55-59 Years,Both,1061,1252.4
Slv,El Salvador,1970,60-64 Years,Male,806,2389.2
Slv,El Salvador,1970,60-64 Years,Female,642,1857.3
Slv,El Salvador,1970,60-64 Years,Both,1448,2120.1
Slv,El Salvador,1970,65-69 Years,Male,804,3136.2
Slv,El Salvador,1970,65-69 Years,Female,703,2583.8
Slv,El Salvador,1970,65-69 Years,Both,1508,2851.9
Slv,El Salvador,1970,70-74 Years,Male,891,4994.9
Slv,El Salvador,1970,70-74 Years,Female,832,4127.1
Slv,El Salvador,1970,70-74 Years,Both,1722,4534.5
Slv,El Salvador,1970,75-79 Years,Male,638,5798.8
Slv,El Salvador,1970,75-79 Years,Female,603,4511.9
Slv,El Salvador,1970,75-79 Years,Both,1241,5093.2
Slv,El Salvador,1970,80+ Years,Male,857,9630.2
Slv,El Salvador,1970,80+ Years,Female,1094,8112.8
Slv,El Salvador,1970,80+ Years,Both,1951,8715.9
Slv,El Salvador,1970,All Ages,Male,23926,1287.2
Slv,El Salvador,1970,All Ages,Female,18447,979.3
Slv,El Salvador,1970,All Ages,Both,42374,1132.2
Slv,El Salvador,1980,0-6 Days,Male,2019,118069.9
Slv,El Salvador,1980,0-6 Days,Female,1392,85215.4
Slv,El Salvador,1980,0-6 Days,Both,3411,102021.0
Slv,El Salvador,1980,7-27 Days,Male,1074,21297.6
Slv,El Salvador,1980,7-27 Days,Female,696,14384.6
Slv,El Salvador,1980,7-27 Days,Both,1770,17913.1
Slv,El Salvador,1980,28-364 Days,Male,4455,5671.7
Slv,El Salvador,1980,28-364 Days,Female,3333,4402.5
Slv,El Salvador,1980,28-364 Days,Both,7787,5048.8
Slv,El Salvador,1980,1-4 Years,Male,2445,761.9
Slv,El Salvador,1980,1-4 Years,Female,1977,635.8
Slv,El Salvador,1980,1-4 Years,Both,4422,699.9
Slv,El Salvador,1980,5-9 Years,Male,348,98.3
Slv,El Salvador,1980,5-9 Years,Female,274,78.4
Slv,El Salvador,1980,5-9 Years,Both,622,88.5
Slv,El Salvador,1980,10-14 Years,Male,778,252.7
Slv,El Salvador,1980,10-14 Years,Female,218,71.3
Slv,El Salvador,1980,10-14 Years,Both,996,162.2
Slv,El Salvador,1980,15-19 Years,Male,1853,744.1
Slv,El Salvador,1980,15-19 Years,Female,409,160.9
Slv,El Salvador,1980,15-19 Years,Both,2262,449.7
Slv,El Salvador,1980,20-24 Years,Male,2563,1337.8
Slv,El Salvador,1980,20-24 Years,Female,312,154.5
Slv,El Salvador,1980,20-24 Years,Both,2874,730.7
Slv,El Salvador,1980,25-29 Years,Male,2080,1363.5
Slv,El Salvador,1980,25-29 Years,Female,252,153.0
Slv,El Salvador,1980,25-29 Years,Both,2331,735.4
Slv,El Salvador,1980,30-34 Years,Male,1622,1339.2
Slv,El Salvador,1980,30-34 Years,Female,249,190.0
Slv,El Salvador,1980,30-34 Years,Both,1872,741.6
Slv,El Salvador,1980,35-39 Years,Male,1612,1488.9
Slv,El Salvador,1980,35-39 Years,Female,335,283.9
Slv,El Salvador,1980,35-39 Years,Both,1947,860.9
Slv,El Salvador,1980,40-44 Years,Male,1416,1553.3
Slv,El Salvador,1980,40-44 Years,Female,367,359.1
Slv,El Salvador,1980,40-44 Years,Both,1783,922.6
Slv,El Salvador,1980,45-49 Years,Male,1298,1762.7
Slv,El Salvador,1980,45-49 Years,Female,434,510.5
Slv,El Salvador,1980,45-49 Years,Both,1731,1091.8
Slv,El Salvador,1980,50-54 Years,Male,1207,1976.9
Slv,El Salvador,1980,50-54 Years,Female,457,676.8
Slv,El Salvador,1980,50-54 Years,Both,1664,1293.9
Slv,El Salvador,1980,55-59 Years,Male,1141,2112.7
Slv,El Salvador,1980,55-59 Years,Female,504,868.5
Slv,El Salvador,1980,55-59 Years,Both,1645,1468.7
Slv,El Salvador,1980,60-64 Years,Male,1214,2840.5
Slv,El Salvador,1980,60-64 Years,Female,628,1371.5
Slv,El Salvador,1980,60-64 Years,Both,1843,2080.6
Slv,El Salvador,1980,65-69 Years,Male,1189,3730.9
Slv,El Salvador,1980,65-69 Years,Female,694,1977.8
Slv,El Salvador,1980,65-69 Years,Both,1884,2812.2
Slv,El Salvador,1980,70-74 Years,Male,1116,4880.6
Slv,El Salvador,1980,70-74 Years,Female,776,2958.6
Slv,El Salvador,1980,70-74 Years,Both,1892,3853.9
Slv,El Salvador,1980,75-79 Years,Male,1000,6719.6
Slv,El Salvador,1980,75-79 Years,Female,828,4537.7
Slv,El Salvador,1980,75-79 Years,Both,1828,5517.7
Slv,El Salvador,1980,80+ Years,Male,1929,13706.1
Slv,El Salvador,1980,80+ Years,Female,2371,11511.5
Slv,El Salvador,1980,80+ Years,Both,4300,12402.5
Slv,El Salvador,1980,All Ages,Male,32360,1409.0
Slv,El Salvador,1980,All Ages,Female,16503,694.5
Slv,El Salvador,1980,All Ages,Both,48864,1045.7
Slv,El Salvador,1990,0-6 Days,Male,1475,89150.8
Slv,El Salvador,1990,0-6 Days,Female,992,62760.7
Slv,El Salvador,1990,0-6 Days,Both,2467,76238.1
Slv,El Salvador,1990,7-27 Days,Male,543,11050.2
Slv,El Salvador,1990,7-27 Days,Female,396,8432.4
Slv,El Salvador,1990,7-27 Days,Both,939,9768.8
Slv,El Salvador,1990,28-364 Days,Male,2279,2939.0
Slv,El Salvador,1990,28-364 Days,Female,1725,2317.3
Slv,El Salvador,1990,28-364 Days,Both,4004,2634.5
Slv,El Salvador,1990,1-4 Years,Male,995,302.8
Slv,El Salvador,1990,1-4 Years,Female,804,253.7
Slv,El Salvador,1990,1-4 Years,Both,1799,278.7
Slv,El Salvador,1990,5-9 Years,Male,238,63.1
Slv,El Salvador,1990,5-9 Years,Female,169,46.3
Slv,El Salvador,1990,5-9 Years,Both,407,54.8
Slv,El Salvador,1990,10-14 Years,Male,248,72.0
Slv,El Salvador,1990,10-14 Years,Female,173,51.1
Slv,El Salvador,1990,10-14 Years,Both,422,61.6
Slv,El Salvador,1990,15-19 Years,Male,792,269.2
Slv,El Salvador,1990,15-19 Years,Female,276,91.9
Slv,El Salvador,1990,15-19 Years,Both,1067,179.7
Slv,El Salvador,1990,20-24 Years,Male,1213,519.7
Slv,El Salvador,1990,20-24 Years,Female,280,109.7
Slv,El Salvador,1990,20-24 Years,Both,1493,305.6
Slv,El Salvador,1990,25-29 Years,Male,942,530.2
Slv,El Salvador,1990,25-29 Years,Female,244,117.7
Slv,El Salvador,1990,25-29 Years,Both,1186,307.9
Slv,El Salvador,1990,30-34 Years,Male,748,531.2
Slv,El Salvador,1990,30-34 Years,Female,230,139.4
Slv,El Salvador,1990,30-34 Years,Both,978,319.6
Slv,El Salvador,1990,35-39 Years,Male,702,581.8
Slv,El Salvador,1990,35-39 Years,Female,261,189.9
Slv,El Salvador,1990,35-39 Years,Both,963,373.2
Slv,El Salvador,1990,40-44 Years,Male,671,653.7
