customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3217-Fzdmn,Female,1,No,No,8,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),94.45,742.95,Yes
4486-Efaeb,Male,0,No,No,13,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,20.4,251.65,No
0060-Fualy,Female,0,Yes,No,59,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,94.75,5597.65,No
7853-Gvudz,Female,0,Yes,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),20.15,20.15,Yes
7480-Qnvzj,Male,1,No,No,50,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.7,4816.7,Yes
6954-Ooyzz,Male,0,Yes,No,18,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),44.35,768.05,No
7088-Fbawu,Female,0,Yes,Yes,17,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,74.55,1215.8,No
8313-Afgbw,Male,0,Yes,No,47,Yes,No,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,No,Electronic Check,73.6,3522.65,No
3943-Kdree,Female,0,No,No,26,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),74.95,1834.95,Yes
9239-Zbzzv,Female,0,No,No,6,No,No Phone Service,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,47.95,305.1,Yes
3097-Idvpu,Male,0,Yes,Yes,19,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),50.1,910.45,No
4398-Hscjh,Female,0,No,No,3,Yes,Yes,Dsl,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,63.6,155.65,Yes
2197-Omwgi,Female,1,Yes,Yes,68,No,No Phone Service,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,53.0,3656.25,No
2303-Pjyhn,Female,0,Yes,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Bank Transfer (Automatic),19.85,52,No
9795-Vowon,Male,0,No,No,7,No,No Phone Service,Dsl,No,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),24.35,150.85,No
1237-Wiyyz,Female,0,No,No,18,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.55,389.25,No
1987-Auelq,Female,0,Yes,No,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.05,1873.7,No
7852-Lecyp,Male,1,Yes,No,13,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),93.8,1261,No
4430-Uzipo,Male,0,No,No,3,No,No Phone Service,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,36.85,108.7,Yes
4822-Lptyj,Male,0,Yes,No,72,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),103.75,7346.2,No
8165-Cbkxo,Male,0,Yes,Yes,66,No,No Phone Service,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),56.75,3708.4,No
6527-Pzfpv,Male,0,Yes,Yes,24,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),20.8,469.65,No
4855-Snkmy,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.1,44.1,Yes
9593-Cvzkr,Female,0,Yes,Yes,56,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,24.45,1385.85,No
8595-Siznc,Female,1,Yes,No,22,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),25.6,548.8,No
8008-Hawed,Male,0,No,No,14,No,No Phone Service,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,50.75,712.75,Yes
7124-Ugsur,Female,1,Yes,No,61,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),104.4,6405,Yes
1862-Skory,Female,1,Yes,No,40,No,No Phone Service,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,39.3,1637.4,Yes
5236-Xmzjy,Female,0,No,No,42,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),59.65,2536.55,No
4827-Dpadn,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),83.3,6042.7,No
2694-Ciumo,Female,0,No,No,12,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),79.55,958.25,No
5846-Abobj,Male,0,Yes,No,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),24.45,1730.65,No
1439-Lcgvl,Female,0,Yes,No,26,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.2,459.6,No
0909-Sdhnu,Female,0,No,Yes,7,No,No Phone Service,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Mailed Check,29.8,201.95,No
4647-Xxzam,Female,0,Yes,Yes,6,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.5,285.2,No
1502-Xfcvr,Female,0,No,No,58,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,106.45,6145.85,Yes
7740-Kkcxf,Male,0,Yes,No,51,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),30.05,1529.45,No
5360-Xgyaz,Male,0,Yes,Yes,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),65.65,4664.5,No
9692-Tusxh,Female,0,No,No,18,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,96.05,1740.7,Yes
7912-Syrqt,Female,0,No,No,7,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),75.1,552.95,Yes
3557-Htywr,Female,0,No,No,47,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,Yes,Two Year,No,Mailed Check,74.05,3496.3,No
4816-Jbhov,Male,1,No,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.7,93.7,Yes
8920-Navay,Male,1,No,No,62,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),110.75,7053.35,No
1699-Tldlz,Female,0,Yes,Yes,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.7,301.55,No
5600-Pdujf,Male,0,No,No,6,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),49.5,312.7,No
8292-Tyspy,Male,0,No,No,19,Yes,No,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),55.0,1046.5,Yes
0567-Xrhcu,Female,0,Yes,Yes,69,No,No Phone Service,Dsl,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card (Automatic),43.95,2960.1,No
1867-Bdvfh,Male,0,Yes,Yes,11,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.35,834.2,Yes
2067-Qytcf,Female,0,Yes,No,64,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,111.15,6953.4,No
2359-Qwqul,Female,0,Yes,No,39,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),104.7,4134.85,Yes
9103-Tcihj,Female,0,No,No,15,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,55.7,899.8,Yes
7407-Sujiz,Male,0,No,No,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.6,541.5,No
9150-Kpbjq,Female,0,No,No,6,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.65,116.85,No
0052-Dckon,Male,0,Yes,No,66,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),115.8,7942.15,No
3654-Armgp,Female,0,No,No,61,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),88.65,5321.25,No
9699-Ubqfs,Female,1,Yes,No,43,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,94.5,4156.8,No
9367-Tcuyn,Female,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.1,223.6,No
1261-Fwtte,Male,1,No,No,23,No,No Phone Service,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),34.65,768.45,No
3528-Hfriq,Male,1,Yes,No,71,No,No Phone Service,Dsl,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),52.3,3765.05,No
0708-Sjdis,Female,0,No,No,34,Yes,Yes,Dsl,No,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,65.0,2157.5,No
4140-Wjaww,Female,0,No,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),19.85,108.05,Yes
2073-Qbvbi,Female,0,Yes,No,41,No,No Phone Service,Dsl,No,Yes,No,Yes,No,No,One Year,No,Mailed Check,35.45,1391.65,No
6928-Ontrw,Female,0,Yes,Yes,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.7,1379.8,No
3320-Veoyc,Male,1,No,No,14,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.6,1273.3,No
5231-Fiqpa,Female,0,No,No,41,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,19.85,810.45,No
6617-Wlbqc,Female,0,Yes,Yes,23,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,One Year,No,Credit Card (Automatic),81.85,1810.85,No
2599-Cipqe,Male,0,Yes,Yes,71,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),109.3,7782.85,No
6653-Cbbom,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.3,70.3,Yes
8774-Gsbun,Male,0,Yes,No,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.4,1797.1,No
7326-Rigqz,Male,0,Yes,Yes,6,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.8,377.85,No
1401-Fthfq,Male,0,Yes,Yes,23,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),20.0,445.3,No
3247-Zvouo,Male,1,Yes,No,10,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,85.55,851.75,Yes
0254-Fnmci,Female,0,No,No,72,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,109.9,7624.2,No
1848-Lbzhy,Female,0,Yes,No,7,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),50.3,355.1,No
6101-Imrmm,Male,0,No,Yes,6,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,94.5,575.45,Yes
8118-Tjafg,Male,0,Yes,Yes,9,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,101.5,906.85,No
5429-Lwcmv,Female,0,No,No,12,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,89.15,1057.55,No
7298-Izwly,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.4,19.4,No
9758-Mfwgd,Female,1,Yes,Yes,48,No,No Phone Service,Dsl,No,Yes,No,No,No,No,One Year,No,Bank Transfer (Automatic),29.9,1388.75,No
3955-Jbzzm,Male,0,No,No,20,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,78.8,1641.3,No
1268-Asbga,Female,1,Yes,No,16,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),85.35,1375.15,Yes
8943-Urtmr,Female,0,No,No,2,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,79.65,152.7,Yes
4815-Tumeq,Female,0,No,No,10,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,19.3,185.2,No
4713-Lzdrv,Female,1,No,No,2,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,79.6,195.05,Yes
9909-Idlek,Male,0,Yes,Yes,20,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,96.8,1826.7,No
4092-Ofqzs,Male,0,Yes,No,20,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.65,417.5,No
1561-Bwhin,Male,0,Yes,Yes,19,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.8,344.5,No
4325-Nfskc,Male,1,No,No,19,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,90.6,1660,Yes
9927-Dswdf,Male,0,Yes,No,22,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,104.6,2180.55,No
9500-Ltvbp,Female,0,No,No,35,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),80.05,2835.9,No
7252-Ntgss,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.15,45.15,No
8149-Aiqcg,Male,0,No,No,39,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),73.15,2730.85,No
1360-Jyxkq,Female,1,Yes,No,54,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,99.1,5437.1,No
2955-Psxoe,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Bank Transfer (Automatic),20.2,20.2,Yes
7762-Urzqh,Male,0,Yes,No,66,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),106.05,6981.35,Yes
0899-Wzrsd,Male,0,No,No,56,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,105.35,5794.45,No
3255-Grxmg,Male,0,No,Yes,18,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),45.65,747.2,No
4828-Fazpk,Female,0,Yes,Yes,16,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),79.95,1267.95,No
6094-Zivkx,Female,0,No,No,68,Yes,No,Dsl,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card (Automatic),54.45,3674.95,No
6925-Baygl,Female,1,Yes,No,53,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.1,1275.6,No
3262-Eidhv,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),84.7,5893.9,No
7354-Oijlx,Male,0,No,No,9,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.85,724.65,No
1376-Hhbdv,Female,0,No,No,30,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,48.8,1536.75,No
6907-Nzzij,Female,0,No,No,36,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.15,3615.6,Yes
6133-Ozile,Female,0,No,No,18,No,No Phone Service,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,35.2,607.3,No
4135-Frwkj,Female,1,Yes,Yes,55,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,No,One Year,No,Electronic Check,76.25,4154.55,No
2911-Urefd,Female,0,Yes,No,39,No,No Phone Service,Dsl,Yes,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,55.9,2184.35,Yes
3744-Zrrdz,Male,0,No,No,21,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,82.35,1852.85,Yes
5673-Tiyib,Male,0,No,No,2,No,No Phone Service,Dsl,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),40.4,77.15,Yes
6551-Zcots,Male,1,No,No,33,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),24.9,847.8,No
7191-Adrgf,Male,0,Yes,No,44,No,No Phone Service,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),54.3,2390.45,No
5018-Lxqqg,Female,0,Yes,Yes,30,Yes,No,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),66.3,1923.5,No
6892-Bogqe,Female,0,Yes,No,71,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),20.9,1493.2,No
1602-Ijqqe,Female,0,No,No,4,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,75.35,338.1,Yes
4628-Wqcqq,Male,0,No,Yes,35,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,85.15,3030.6,Yes
1746-Tgtwv,Male,0,Yes,No,1,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Credit Card (Automatic),75.35,75.35,No
5995-Snnew,Male,1,Yes,No,23,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,104.45,2184.85,No
8050-Wybnd,Female,0,No,Yes,22,No,No Phone Service,Dsl,No,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),49.45,1031.4,No
2821-Warnz,Female,0,No,Yes,49,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.45,921.3,No
4879-Gzlfh,Female,0,Yes,Yes,42,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,92.15,3875.4,No
1644-Irksf,Female,0,Yes,Yes,33,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,93.8,3124.5,Yes
8314-Htwve,Female,0,Yes,Yes,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.85,144.15,No
9402-Roumj,Female,0,Yes,Yes,67,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),100.25,6689,No
2507-Qzpqs,Male,0,No,No,15,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,95.7,1451.1,No
7159-Nokyq,Male,0,Yes,No,67,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Yes,Electronic Check,93.15,6368.2,No
5707-Zmdjp,Male,0,Yes,Yes,53,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Mailed Check,69.7,3729.6,No
8779-Yiqqa,Male,0,Yes,Yes,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.8,350.1,No
7136-Ihzja,Female,0,Yes,Yes,40,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,71.35,2847.2,No
8966-Oiqhg,Female,0,Yes,Yes,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),20.75,452.35,No
7074-Stdcn,Male,0,No,No,39,No,No Phone Service,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,40.6,1494.5,No
3705-Psngl,Male,0,No,No,45,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,20.4,930.45,Yes
8739-Qottn,Female,0,Yes,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.35,41.85,No
1399-Oupjn,Female,0,Yes,Yes,57,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),19.75,1272.05,No
0277-Bksqp,Male,0,Yes,Yes,8,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,54.4,475.1,No
6502-Hcjti,Male,1,Yes,No,7,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),94.7,673.1,Yes
2606-Rmdhz,Male,0,No,No,6,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),30.5,208.7,Yes
5774-Xztqc,Female,0,Yes,Yes,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.45,150.75,No
2676-Sslto,Male,0,No,No,49,Yes,Yes,Dsl,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),66.15,3199,No
6266-Qhojz,Female,0,No,No,65,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,89.85,5844.65,No
7269-Jiscy,Female,0,No,No,55,Yes,No,Dsl,No,No,No,No,No,No,One Year,No,Bank Transfer (Automatic),45.05,2462.6,No
0363-Svhyr,Male,0,Yes,Yes,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),86.85,6263.8,No
8547-Nsbbo,Male,0,No,No,35,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,96.75,3403.4,No
8258-Gstjk,Male,1,No,No,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,77.0,237.75,Yes
6861-Okbce,Female,0,No,Yes,11,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),20.1,221.35,Yes
9940-Rhlfb,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Electronic Check,75.3,75.3,Yes
6591-Qgoyb,Male,0,No,No,17,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),106.65,1672.1,No
9070-Bckqp,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),110.15,7881.2,No
6421-Szvem,Female,0,Yes,Yes,28,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),82.85,2320.8,No
1328-Euzhc,Female,0,Yes,No,18,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.1,370.5,No
2995-Uprys,Female,1,Yes,No,40,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),99.2,4062.2,Yes
8878-Ryuki,Female,0,No,No,52,Yes,No,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,59.45,3043.7,No
9633-Denpu,Female,0,Yes,No,47,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),58.6,2723.4,No
7811-Jivpf,Female,0,No,No,23,Yes,No,Dsl,No,No,Yes,No,No,No,Month-To-Month,No,Credit Card (Automatic),49.7,1081.25,No
7113-Hipfi,Male,0,Yes,Yes,66,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,No,Mailed Check,65.85,4097.05,No
8541-Qvfkm,Female,0,No,No,8,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.5,632.2,No
6686-Ypghk,Male,1,No,No,47,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,No,Mailed Check,85.5,4042.3,Yes
1383-Ezrwl,Female,0,No,No,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.05,164.85,Yes
9258-Cnwac,Female,0,Yes,Yes,71,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),113.65,8166.8,No
