age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34,Admin.,Single,Tertiary,No,18,Yes,Yes,Cellular,30,1900-04-01,359,1,-1,0,Unknown,Yes
52,Blue-Collar,Married,Primary,No,1331,Yes,No,Cellular,29,1900-07-01,213,2,-1,0,Unknown,No
60,Unknown,Married,Unknown,No,7337,No,No,Cellular,4,1900-08-01,122,1,-1,0,Unknown,No
39,Management,Single,Secondary,No,835,Yes,No,Unknown,29,1900-05-01,587,4,-1,0,Unknown,No
58,Retired,Married,Primary,No,5092,No,No,Unknown,11,1900-06-01,199,6,-1,0,Unknown,No
41,Technician,Divorced,Secondary,No,52,No,No,Cellular,20,1900-08-01,261,2,-1,0,Unknown,No
48,Technician,Married,Secondary,No,10655,No,No,Telephone,31,1900-07-01,5,3,-1,0,Unknown,No
58,Management,Married,Tertiary,No,1831,No,No,Cellular,17,1900-11-01,1531,1,-1,0,Unknown,No
40,Self-Employed,Married,Primary,No,92,Yes,No,Unknown,13,1900-05-01,92,1,-1,0,Unknown,No
48,Management,Married,Tertiary,No,586,Yes,Yes,Cellular,6,1900-05-01,179,2,-1,0,Unknown,No
52,Blue-Collar,Divorced,Primary,No,1758,Yes,No,Unknown,15,1900-05-01,41,1,-1,0,Unknown,No
50,Self-Employed,Married,Secondary,No,2061,Yes,Yes,Cellular,29,1900-01-01,197,2,244,3,Failure,No
25,Technician,Single,Secondary,No,959,No,No,Cellular,9,1900-07-01,144,5,-1,0,Unknown,No
54,Retired,Married,Primary,No,208,No,No,Unknown,12,1900-05-01,255,1,-1,0,Unknown,No
34,Services,Married,Secondary,No,-315,Yes,No,Unknown,8,1900-05-01,56,2,-1,0,Unknown,No
48,Management,Married,Tertiary,Yes,-13,Yes,No,Cellular,15,1900-05-01,20,6,291,2,Other,No
37,Admin.,Married,Tertiary,No,801,No,No,Cellular,11,1900-08-01,331,7,-1,0,Unknown,No
66,Retired,Married,Tertiary,No,1948,No,No,Cellular,28,1900-01-01,216,1,91,4,Success,Yes
32,Management,Single,Tertiary,No,751,Yes,No,Unknown,8,1900-05-01,64,1,-1,0,Unknown,No
45,Blue-Collar,Married,Secondary,No,784,Yes,Yes,Unknown,3,1900-06-01,34,1,-1,0,Unknown,No
43,Blue-Collar,Single,Secondary,No,24,No,No,Cellular,12,1900-05-01,68,1,363,1,Failure,No
41,Management,Married,Tertiary,No,72,Yes,No,Unknown,7,1900-05-01,764,3,-1,0,Unknown,No
40,Technician,Divorced,Tertiary,No,1871,Yes,No,Cellular,17,1900-11-01,64,1,-1,0,Unknown,No
44,Services,Single,Secondary,No,1378,Yes,No,Unknown,8,1900-05-01,257,2,-1,0,Unknown,No
43,Blue-Collar,Married,Primary,No,188,Yes,No,Cellular,12,1900-05-01,58,3,347,5,Failure,No
30,Unknown,Single,Tertiary,No,6836,No,No,Cellular,27,1900-02-01,30,3,-1,0,Unknown,No
32,Services,Married,Secondary,No,61,Yes,No,Cellular,8,1900-07-01,529,5,-1,0,Unknown,No
57,Admin.,Married,Secondary,No,-967,Yes,No,Telephone,15,1900-05-01,8,7,-1,0,Unknown,No
31,Blue-Collar,Single,Tertiary,No,462,Yes,Yes,Unknown,19,1900-05-01,147,1,-1,0,Unknown,No
49,Unknown,Married,Secondary,No,0,No,No,Cellular,28,1900-08-01,173,2,-1,0,Unknown,No
31,Admin.,Single,Secondary,No,5527,Yes,No,Unknown,21,1900-05-01,132,1,-1,0,Unknown,No
41,Admin.,Married,Tertiary,No,1287,No,No,Unknown,16,1900-06-01,286,1,-1,0,Unknown,No
44,Management,Married,Tertiary,No,17361,No,No,Unknown,18,1900-06-01,476,1,-1,0,Unknown,No
54,Entrepreneur,Married,Unknown,No,1956,No,No,Cellular,19,1900-11-01,221,5,-1,0,Unknown,No
37,Blue-Collar,Divorced,Secondary,No,0,Yes,No,Cellular,21,1900-04-01,146,4,-1,0,Unknown,Yes
34,Management,Married,Secondary,No,-294,Yes,No,Unknown,27,1900-05-01,532,2,-1,0,Unknown,No
43,Technician,Married,Secondary,No,275,No,No,Cellular,25,1900-08-01,69,6,-1,0,Unknown,No
44,Management,Married,Tertiary,No,724,Yes,No,Cellular,17,1900-11-01,157,2,172,1,Failure,No
44,Services,Married,Secondary,No,27,No,No,Cellular,25,1900-05-01,485,1,-1,0,Unknown,No
53,Admin.,Divorced,Secondary,No,26,Yes,No,Cellular,7,1900-05-01,56,1,359,1,Failure,No
36,Technician,Married,Secondary,No,191,No,No,Cellular,31,1900-08-01,69,1,-1,0,Unknown,No
58,Technician,Divorced,Secondary,No,-123,No,No,Cellular,5,1900-08-01,131,2,-1,0,Unknown,No
26,Student,Single,Secondary,No,-147,No,No,Unknown,4,1900-06-01,95,2,-1,0,Unknown,No
34,Technician,Single,Secondary,No,179,No,No,Cellular,19,1900-08-01,294,3,-1,0,Unknown,No
55,Blue-Collar,Married,Primary,No,1086,Yes,No,Cellular,6,1900-05-01,146,1,272,2,Failure,No
55,Blue-Collar,Married,Secondary,No,471,Yes,No,Unknown,30,1900-05-01,58,2,-1,0,Unknown,No
34,Entrepreneur,Married,Tertiary,No,105,Yes,No,Unknown,28,1900-05-01,249,2,-1,0,Unknown,No
41,Entrepreneur,Divorced,Secondary,No,1588,Yes,Yes,Unknown,20,1900-06-01,10,8,-1,0,Unknown,No
38,Housemaid,Divorced,Secondary,No,70,No,No,Cellular,27,1900-10-01,255,3,148,1,Success,Yes
28,Blue-Collar,Single,Secondary,No,2700,No,No,Cellular,3,1900-02-01,337,4,-1,0,Unknown,No
41,Technician,Married,Secondary,No,1602,Yes,No,Cellular,2,1900-06-01,142,1,-1,0,Unknown,No
30,Admin.,Married,Tertiary,No,0,Yes,No,Cellular,24,1900-07-01,209,2,-1,0,Unknown,No
39,Technician,Married,Unknown,No,839,No,No,Unknown,30,1900-05-01,825,2,-1,0,Unknown,No
41,Admin.,Married,Secondary,No,21515,Yes,No,Unknown,5,1900-06-01,87,1,-1,0,Unknown,No
36,Technician,Married,Secondary,No,5902,Yes,No,Unknown,23,1900-05-01,219,4,-1,0,Unknown,No
37,Management,Married,Tertiary,No,547,Yes,Yes,Unknown,21,1900-05-01,143,1,-1,0,Unknown,No
59,Self-Employed,Married,Tertiary,No,3800,No,Yes,Cellular,9,1900-07-01,70,1,-1,0,Unknown,No
26,Technician,Single,Secondary,No,261,Yes,No,Unknown,27,1900-05-01,371,2,-1,0,Unknown,No
43,Technician,Married,Secondary,No,0,Yes,Yes,Cellular,4,1900-02-01,539,8,204,5,Failure,No
42,Management,Married,Secondary,Yes,-34,No,No,Cellular,5,1900-02-01,176,1,-1,0,Unknown,No
46,Blue-Collar,Married,Unknown,No,9328,Yes,No,Cellular,5,1900-05-01,725,3,-1,0,Unknown,Yes
31,Admin.,Married,Secondary,No,5,Yes,Yes,Cellular,16,1900-07-01,101,7,-1,0,Unknown,No
43,Unemployed,Married,Secondary,No,3529,No,No,Cellular,5,1900-02-01,169,2,-1,0,Unknown,No
48,Blue-Collar,Single,Tertiary,No,2330,Yes,No,Unknown,4,1900-06-01,15,1,-1,0,Unknown,No
41,Blue-Collar,Married,Secondary,No,1334,Yes,No,Cellular,20,1900-04-01,234,5,-1,0,Unknown,No
32,Self-Employed,Married,Tertiary,No,3601,No,No,Cellular,22,1900-08-01,171,15,-1,0,Unknown,No
45,Technician,Married,Tertiary,No,265,No,No,Cellular,28,1900-08-01,14,3,-1,0,Unknown,No
52,Admin.,Single,Unknown,No,2227,No,No,Cellular,24,1900-02-01,242,2,-1,0,Unknown,Yes
37,Self-Employed,Married,Secondary,No,487,No,Yes,Cellular,27,1900-08-01,155,15,-1,0,Unknown,No
38,Blue-Collar,Divorced,Secondary,No,0,Yes,No,Cellular,11,1900-05-01,580,1,173,1,Failure,No
36,Services,Single,Secondary,No,174,Yes,No,Unknown,7,1900-05-01,223,2,-1,0,Unknown,No
58,Retired,Married,Secondary,No,14412,No,No,Cellular,18,1900-11-01,297,1,-1,0,Unknown,No
37,Management,Married,Tertiary,No,3288,No,No,Cellular,8,1900-08-01,124,2,-1,0,Unknown,No
30,Technician,Single,Secondary,No,57,No,No,Cellular,2,1900-02-01,465,2,-1,0,Unknown,No
47,Technician,Married,Secondary,No,2246,Yes,No,Cellular,10,1900-07-01,330,1,-1,0,Unknown,No
40,Technician,Married,Secondary,No,4441,Yes,No,Cellular,20,1900-11-01,153,2,183,2,Failure,No
42,Management,Divorced,Tertiary,No,0,No,No,Unknown,19,1900-05-01,131,2,-1,0,Unknown,No
71,Unknown,Married,Tertiary,No,353,No,No,Cellular,27,1900-01-01,208,1,93,2,Failure,No
54,Blue-Collar,Married,Secondary,No,448,Yes,Yes,Cellular,5,1900-08-01,98,1,-1,0,Unknown,No
53,Entrepreneur,Married,Primary,No,27,Yes,No,Telephone,10,1900-09-01,230,3,-1,0,Unknown,Yes
33,Blue-Collar,Divorced,Secondary,No,474,No,No,Cellular,22,1900-07-01,400,2,-1,0,Unknown,No
30,Technician,Single,Tertiary,No,1185,Yes,No,Cellular,30,1900-04-01,284,1,339,1,Failure,No
39,Services,Divorced,Secondary,No,282,Yes,No,Cellular,17,1900-07-01,243,1,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,2,Yes,No,Cellular,15,1900-05-01,16,9,309,1,Failure,No
34,Technician,Single,Secondary,No,60,No,No,Cellular,7,1900-08-01,274,2,-1,0,Unknown,No
39,Self-Employed,Single,Tertiary,No,3972,No,No,Cellular,30,1900-07-01,122,3,-1,0,Unknown,No
75,Retired,Married,Secondary,No,26452,No,No,Telephone,15,1900-07-01,219,2,-1,0,Unknown,No
33,Admin.,Divorced,Secondary,No,818,Yes,Yes,Cellular,16,1900-04-01,301,3,-1,0,Unknown,No
40,Services,Married,Secondary,No,9374,Yes,No,Cellular,21,1900-11-01,7,8,185,1,Failure,No
37,Technician,Married,Unknown,No,47,No,No,Unknown,19,1900-06-01,374,3,-1,0,Unknown,No
69,Retired,Married,Primary,No,279,No,No,Telephone,12,1900-08-01,26,1,-1,0,Unknown,No
52,Unemployed,Married,Primary,No,20,Yes,No,Telephone,28,1900-01-01,172,1,-1,0,Unknown,No
31,Admin.,Divorced,Secondary,No,360,No,No,Cellular,15,1900-05-01,332,1,297,2,Other,No
28,Technician,Single,Secondary,No,1532,No,No,Cellular,22,1900-05-01,253,1,107,5,Failure,No
29,Management,Single,Tertiary,No,1673,No,No,Cellular,16,1900-08-01,200,2,159,3,Other,No
46,Services,Married,Secondary,No,2420,No,No,Cellular,19,1900-11-01,405,2,-1,0,Unknown,No
28,Blue-Collar,Married,Secondary,No,100,Yes,Yes,Unknown,27,1900-05-01,132,2,-1,0,Unknown,No
41,Admin.,Married,Secondary,No,0,No,No,Unknown,20,1900-06-01,89,1,-1,0,Unknown,No
42,Technician,Divorced,Secondary,No,1533,No,Yes,Cellular,5,1900-08-01,86,1,-1,0,Unknown,No
34,Admin.,Single,Secondary,No,296,No,No,Cellular,7,1900-07-01,147,4,-1,0,Unknown,No
28,Blue-Collar,Married,Secondary,No,2788,Yes,No,Unknown,6,1900-06-01,369,2,-1,0,Unknown,Yes
43,Management,Single,Secondary,No,109,Yes,No,Unknown,27,1900-05-01,64,3,-1,0,Unknown,No
32,Technician,Married,Secondary,No,485,No,No,Cellular,26,1900-08-01,98,14,-1,0,Unknown,No
33,Technician,Single,Tertiary,No,125,No,No,Telephone,29,1900-08-01,66,2,-1,0,Unknown,No
70,Retired,Married,Secondary,No,616,No,No,Cellular,27,1900-04-01,149,2,182,1,Failure,No
36,Services,Married,Secondary,No,3064,Yes,No,Telephone,26,1900-08-01,240,3,107,4,Failure,No
53,Technician,Married,Secondary,No,206,No,No,Cellular,26,1900-08-01,87,6,-1,0,Unknown,No
30,Blue-Collar,Single,Secondary,No,6900,No,No,Cellular,21,1900-11-01,816,1,-1,0,Unknown,No
45,Services,Divorced,Secondary,No,-179,No,No,Unknown,3,1900-07-01,155,2,-1,0,Unknown,No
31,Services,Single,Secondary,No,481,Yes,No,Cellular,20,1900-11-01,106,2,183,2,Failure,No
28,Admin.,Married,Secondary,No,12,Yes,No,Cellular,30,1900-01-01,73,3,256,3,Other,No
45,Blue-Collar,Married,Primary,No,0,No,No,Unknown,23,1900-05-01,574,5,-1,0,Unknown,No
51,Management,Married,Tertiary,No,176,Yes,Yes,Unknown,1,1900-06-01,8,1,687,2,Failure,No
53,Management,Married,Primary,No,4086,No,No,Unknown,20,1900-06-01,14,3,-1,0,Unknown,No
40,Technician,Married,Secondary,No,257,Yes,No,Unknown,16,1900-05-01,731,4,-1,0,Unknown,No
53,Blue-Collar,Married,Primary,No,53,Yes,No,Cellular,7,1900-04-01,208,1,140,1,Failure,No
31,Blue-Collar,Divorced,Secondary,No,6,Yes,No,Cellular,29,1900-01-01,821,1,-1,0,Unknown,No
30,Management,Married,Tertiary,No,562,No,No,Cellular,21,1900-08-01,137,4,-1,0,Unknown,No
53,Entrepreneur,Married,Secondary,No,-118,Yes,No,Unknown,9,1900-05-01,101,3,-1,0,Unknown,No
40,Blue-Collar,Married,Primary,No,2805,Yes,No,Cellular,14,1900-05-01,173,6,353,23,Failure,No
26,Management,Single,Secondary,No,565,Yes,No,Unknown,6,1900-06-01,582,11,-1,0,Unknown,No
47,Blue-Collar,Married,Secondary,No,0,Yes,No,Cellular,21,1900-07-01,676,1,-1,0,Unknown,No
51,Management,Married,Tertiary,No,1612,No,No,Cellular,16,1900-03-01,384,1,182,5,Failure,No
45,Unemployed,Married,Primary,No,180,Yes,Yes,Unknown,27,1900-05-01,62,2,-1,0,Unknown,No
35,Management,Married,Tertiary,No,0,Yes,No,Cellular,21,1900-07-01,295,3,-1,0,Unknown,No
36,Management,Single,Tertiary,No,876,Yes,No,Unknown,23,1900-05-01,241,2,-1,0,Unknown,No
57,Admin.,Married,Secondary,No,2137,No,No,Telephone,8,1900-07-01,132,7,-1,0,Unknown,No
42,Blue-Collar,Married,Primary,No,260,Yes,No,Telephone,31,1900-07-01,175,2,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,Yes,-53,Yes,No,Cellular,16,1900-04-01,648,1,272,1,Other,Yes
30,Management,Married,Tertiary,No,944,No,No,Cellular,29,1900-10-01,251,2,-1,0,Unknown,Yes
36,Technician,Married,Secondary,No,2394,No,No,Cellular,14,1900-08-01,184,2,-1,0,Unknown,No
43,Technician,Married,Secondary,No,297,Yes,No,Cellular,14,1900-10-01,119,3,-1,0,Unknown,No
69,Retired,Single,Tertiary,No,2144,No,No,Cellular,29,1900-07-01,417,1,184,4,Success,Yes
31,Technician,Single,Tertiary,No,969,No,No,Cellular,15,1900-06-01,95,1,-1,0,Unknown,No
35,Technician,Married,Secondary,No,0,No,No,Cellular,14,1900-07-01,125,2,-1,0,Unknown,No
26,Entrepreneur,Married,Tertiary,No,37,Yes,Yes,Cellular,6,1900-05-01,207,1,363,2,Failure,No
46,Technician,Married,Secondary,No,410,No,Yes,Cellular,21,1900-11-01,162,5,-1,0,Unknown,No
30,Technician,Married,Secondary,No,1211,Yes,No,Cellular,18,1900-05-01,176,1,-1,0,Unknown,No
33,Management,Single,Tertiary,No,71,No,No,Cellular,22,1900-08-01,107,6,-1,0,Unknown,No
34,Management,Married,Tertiary,No,436,Yes,No,Cellular,17,1900-04-01,28,1,345,1,Failure,No
48,Blue-Collar,Married,Primary,No,559,Yes,No,Unknown,15,1900-05-01,1231,2,-1,0,Unknown,No
31,Management,Married,Tertiary,No,1170,No,No,Cellular,20,1900-08-01,200,4,-1,0,Unknown,No
46,Management,Divorced,Tertiary,No,25,No,No,Unknown,26,1900-05-01,103,2,-1,0,Unknown,No
40,Services,Married,Secondary,No,1325,No,No,Unknown,11,1900-06-01,150,2,-1,0,Unknown,No
39,Entrepreneur,Married,Secondary,No,0,No,No,Cellular,21,1900-11-01,108,7,-1,0,Unknown,No
33,Technician,Single,Secondary,No,647,Yes,Yes,Cellular,4,1900-02-01,124,1,273,1,Other,No
50,Blue-Collar,Married,Primary,No,2142,Yes,No,Cellular,29,1900-01-01,309,2,224,1,Other,No
84,Retired,Divorced,Primary,No,639,No,No,Telephone,18,1900-05-01,353,3,-1,0,Unknown,Yes
40,Blue-Collar,Married,Primary,No,177,Yes,Yes,Telephone,21,1900-07-01,742,4,-1,0,Unknown,No
55,Management,Married,Tertiary,No,236,No,No,Cellular,4,1900-08-01,200,1,-1,0,Unknown,No
40,Services,Divorced,Secondary,No,1959,Yes,No,Unknown,30,1900-05-01,177,1,-1,0,Unknown,No
46,Admin.,Married,Primary,No,96,No,No,Telephone,4,1900-02-01,151,2,-1,0,Unknown,No
43,Self-Employed,Single,Tertiary,No,0,No,No,Unknown,19,1900-06-01,147,1,-1,0,Unknown,No
34,Blue-Collar,Married,Secondary,No,250,Yes,No,Unknown,29,1900-05-01,193,6,-1,0,Unknown,No
35,Technician,Single,Secondary,No,126,No,No,Cellular,22,1900-08-01,112,2,-1,0,Unknown,No
57,Retired,Married,Unknown,No,1621,Yes,No,Unknown,19,1900-06-01,108,1,-1,0,Unknown,No
25,Student,Single,Secondary,No,8,No,No,Cellular,22,1900-04-01,107,2,-1,0,Unknown,Yes
32,Self-Employed,Married,Tertiary,No,189,Yes,No,Unknown,6,1900-06-01,106,2,-1,0,Unknown,No
52,Retired,Single,Secondary,No,316,No,No,Cellular,12,1900-05-01,463,3,-1,0,Unknown,No
31,Self-Employed,Single,Tertiary,Yes,-282,Yes,No,Cellular,20,1900-11-01,131,3,-1,0,Unknown,No
34,Management,Married,Tertiary,No,-308,Yes,No,Cellular,30,1900-04-01,140,2,-1,0,Unknown,No
42,Technician,Divorced,Secondary,No,248,No,No,Cellular,19,1900-08-01,163,4,-1,0,Unknown,No
47,Blue-Collar,Divorced,Primary,No,126,Yes,No,Unknown,3,1900-06-01,2456,2,-1,0,Unknown,Yes
50,Self-Employed,Divorced,Tertiary,No,13,Yes,No,Cellular,20,1900-04-01,76,1,-1,0,Unknown,Yes
30,Technician,Married,Secondary,No,-393,Yes,Yes,Cellular,16,1900-07-01,435,1,-1,0,Unknown,Yes
33,Services,Single,Secondary,No,358,Yes,No,Cellular,7,1900-05-01,302,1,356,3,Failure,No
56,Technician,Single,Tertiary,No,917,No,No,Unknown,9,1900-06-01,306,1,-1,0,Unknown,No
34,Admin.,Divorced,Secondary,No,1268,Yes,No,Cellular,15,1900-05-01,259,3,-1,0,Unknown,No
33,Technician,Married,Secondary,No,-163,Yes,Yes,Cellular,8,1900-08-01,502,2,-1,0,Unknown,No
32,Management,Single,Tertiary,No,473,Yes,No,Cellular,11,1900-05-01,72,2,361,1,Other,No
34,Management,Married,Tertiary,No,4831,Yes,No,Cellular,4,1900-02-01,265,1,-1,0,Unknown,No
37,Technician,Married,Secondary,No,1063,Yes,No,Cellular,31,1900-07-01,413,2,-1,0,Unknown,No
30,Management,Married,Secondary,No,0,Yes,No,Cellular,12,1900-05-01,756,3,-1,0,Unknown,No
29,Blue-Collar,Married,Secondary,No,424,Yes,Yes,Unknown,14,1900-05-01,241,2,-1,0,Unknown,No
56,Unemployed,Divorced,Primary,No,802,No,No,Telephone,3,1900-02-01,258,2,-1,0,Unknown,No
31,Management,Married,Tertiary,No,430,Yes,No,Cellular,25,1900-07-01,137,16,-1,0,Unknown,No
59,Unknown,Married,Unknown,No,3940,No,No,Unknown,5,1900-06-01,48,2,-1,0,Unknown,No
36,Housemaid,Married,Secondary,No,2880,No,No,Unknown,12,1900-06-01,283,1,-1,0,Unknown,No
51,Blue-Collar,Divorced,Secondary,No,1069,Yes,No,Unknown,30,1900-05-01,247,2,-1,0,Unknown,No
54,Self-Employed,Divorced,Primary,No,4382,Yes,No,Telephone,18,1900-05-01,193,4,-1,0,Unknown,No
37,Management,Married,Tertiary,No,0,No,No,Cellular,11,1900-03-01,129,4,107,2,Failure,No
32,Technician,Married,Tertiary,No,3939,No,No,Cellular,8,1900-08-01,209,2,-1,0,Unknown,No
42,Self-Employed,Married,Tertiary,No,753,No,No,Unknown,17,1900-06-01,31,1,-1,0,Unknown,No
29,Blue-Collar,Married,Secondary,No,358,No,No,Cellular,21,1900-07-01,88,5,-1,0,Unknown,No
52,Blue-Collar,Married,Primary,No,1141,Yes,No,Cellular,12,1900-05-01,22,5,-1,0,Unknown,No
40,Technician,Married,Secondary,No,1259,No,No,Unknown,20,1900-05-01,234,5,-1,0,Unknown,No
30,Services,Married,Secondary,No,227,No,Yes,Unknown,3,1900-06-01,23,1,-1,0,Unknown,No
55,Entrepreneur,Divorced,Secondary,No,538,Yes,No,Cellular,7,1900-08-01,353,2,-1,0,Unknown,Yes
49,Management,Married,Tertiary,No,92,Yes,No,Unknown,6,1900-05-01,221,2,-1,0,Unknown,No
33,Technician,Married,Tertiary,No,8023,No,No,Cellular,25,1900-02-01,196,1,87,4,Failure,No
32,Services,Single,Secondary,No,2478,No,Yes,Cellular,20,1900-11-01,395,1,-1,0,Unknown,No
21,Student,Single,Secondary,No,6844,No,No,Cellular,14,1900-08-01,126,3,127,7,Other,No
42,Technician,Married,Secondary,No,440,Yes,No,Cellular,3,1900-02-01,13,5,-1,0,Unknown,No
56,Self-Employed,Married,Secondary,No,800,No,Yes,Cellular,9,1900-07-01,170,1,-1,0,Unknown,No
39,Unknown,Single,Secondary,No,914,No,No,Unknown,5,1900-06-01,20,1,-1,0,Unknown,No
30,Entrepreneur,Single,Secondary,No,638,No,No,Cellular,14,1900-07-01,358,6,-1,0,Unknown,No
55,Retired,Married,Secondary,No,159,No,No,Cellular,28,1900-08-01,159,1,-1,0,Unknown,No
43,Blue-Collar,Married,Primary,No,483,Yes,No,Cellular,12,1900-05-01,225,3,-1,0,Unknown,No
53,Unemployed,Married,Secondary,No,94,No,No,Cellular,10,1900-08-01,493,1,181,14,Success,Yes
57,Retired,Married,Secondary,No,1044,No,No,Telephone,11,1900-01-01,585,1,192,2,Success,Yes
39,Self-Employed,Single,Unknown,No,0,No,No,Unknown,20,1900-06-01,13,11,-1,0,Unknown,No
56,Technician,Divorced,Tertiary,No,401,Yes,No,Telephone,20,1900-11-01,26,1,-1,0,Unknown,No
29,Services,Single,Unknown,No,33,No,No,Unknown,1,1900-07-01,161,1,-1,0,Unknown,No
38,Blue-Collar,Married,Primary,No,506,Yes,Yes,Unknown,12,1900-06-01,122,1,-1,0,Unknown,No
59,Management,Married,Tertiary,No,1881,No,No,Cellular,19,1900-11-01,456,2,-1,0,Unknown,No
42,Technician,Single,Unknown,No,344,Yes,No,Unknown,3,1900-06-01,26,7,-1,0,Unknown,No
46,Blue-Collar,Married,Primary,No,0,Yes,No,Unknown,12,1900-05-01,51,9,-1,0,Unknown,No
31,Admin.,Married,Secondary,No,3,Yes,No,Cellular,28,1900-07-01,37,12,-1,0,Unknown,No
35,Services,Divorced,Secondary,No,221,Yes,No,Cellular,14,1900-05-01,150,1,360,1,Failure,No
50,Self-Employed,Married,Secondary,No,36,No,No,Cellular,13,1900-08-01,104,10,-1,0,Unknown,No
42,Blue-Collar,Married,Primary,No,969,Yes,No,Cellular,13,1900-05-01,721,1,-1,0,Unknown,No
36,Services,Single,Secondary,No,760,No,No,Unknown,20,1900-06-01,9,13,-1,0,Unknown,No
25,Admin.,Single,Tertiary,No,220,No,No,Cellular,26,1900-05-01,68,1,-1,0,Unknown,No
42,Management,Single,Tertiary,No,10907,No,No,Cellular,4,1900-05-01,74,3,-1,0,Unknown,No
27,Student,Single,Tertiary,No,-148,Yes,No,Cellular,11,1900-09-01,146,3,224,1,Other,No
32,Blue-Collar,Married,Primary,No,415,Yes,No,Unknown,2,1900-06-01,777,4,-1,0,Unknown,Yes
57,Management,Married,Tertiary,No,1341,Yes,No,Unknown,8,1900-05-01,339,2,-1,0,Unknown,No
48,Blue-Collar,Married,Secondary,No,865,Yes,No,Cellular,13,1900-05-01,78,2,-1,0,Unknown,No
34,Blue-Collar,Divorced,Secondary,No,-566,Yes,No,Unknown,26,1900-05-01,248,2,-1,0,Unknown,No
33,Services,Married,Secondary,No,210,Yes,Yes,Unknown,20,1900-05-01,201,1,-1,0,Unknown,No
26,Technician,Single,Secondary,No,1275,Yes,No,Unknown,20,1900-06-01,18,9,-1,0,Unknown,No
50,Blue-Collar,Married,Secondary,No,579,No,No,Cellular,26,1900-08-01,83,4,-1,0,Unknown,No
60,Technician,Single,Tertiary,No,2934,No,No,Cellular,8,1900-08-01,233,2,-1,0,Unknown,No
47,Management,Married,Tertiary,No,6637,Yes,No,Cellular,17,1900-04-01,174,2,-1,0,Unknown,No
31,Management,Married,Tertiary,No,271,No,No,Cellular,18,1900-11-01,89,1,-1,0,Unknown,No
52,Technician,Married,Tertiary,No,0,No,No,Cellular,9,1900-08-01,145,3,94,4,Success,No
36,Services,Married,Secondary,No,472,Yes,No,Unknown,19,1900-06-01,1017,1,-1,0,Unknown,No
43,Blue-Collar,Married,Primary,No,487,Yes,No,Unknown,7,1900-05-01,548,2,-1,0,Unknown,No
30,Technician,Single,Tertiary,No,699,Yes,No,Cellular,11,1900-08-01,213,4,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,150,No,No,Cellular,5,1900-02-01,210,1,-1,0,Unknown,No
31,Management,Single,Tertiary,No,1130,Yes,No,Cellular,17,1900-04-01,224,3,74,4,Failure,No
29,Management,Single,Secondary,No,584,Yes,No,Unknown,16,1900-06-01,541,19,-1,0,Unknown,No
48,Services,Divorced,Secondary,No,3186,No,Yes,Cellular,9,1900-04-01,104,1,-1,0,Unknown,No
32,Services,Single,Secondary,No,133,No,No,Cellular,15,1900-04-01,171,1,-1,0,Unknown,Yes
30,Housemaid,Single,Tertiary,No,868,No,No,Cellular,7,1900-08-01,387,2,-1,0,Unknown,No
48,Blue-Collar,Married,Secondary,No,480,Yes,No,Cellular,15,1900-05-01,830,1,352,2,Failure,Yes
51,Blue-Collar,Married,Unknown,No,1883,Yes,No,Unknown,5,1900-05-01,57,1,-1,0,Unknown,No
34,Management,Married,Tertiary,No,606,No,No,Cellular,20,1900-04-01,97,1,-1,0,Unknown,Yes
35,Blue-Collar,Married,Secondary,No,603,Yes,No,Cellular,17,1900-04-01,474,2,-1,0,Unknown,No
49,Management,Single,Primary,No,548,No,No,Telephone,31,1900-07-01,115,6,-1,0,Unknown,No
36,Unemployed,Married,Secondary,No,-872,Yes,Yes,Cellular,20,1900-11-01,153,1,183,1,Failure,No
37,Blue-Collar,Divorced,Secondary,No,33,Yes,No,Cellular,20,1900-11-01,106,2,167,1,Failure,No
37,Management,Married,Tertiary,No,1689,Yes,No,Unknown,29,1900-05-01,645,2,-1,0,Unknown,No
49,Blue-Collar,Married,Primary,No,902,No,No,Unknown,9,1900-06-01,210,2,-1,0,Unknown,No
44,Services,Divorced,Secondary,No,0,Yes,Yes,Unknown,13,1900-05-01,97,1,-1,0,Unknown,No
40,Student,Married,Secondary,No,260,No,No,Cellular,19,1900-11-01,52,1,152,6,Failure,No
57,Technician,Married,Secondary,No,589,Yes,No,Cellular,2,1900-02-01,223,1,76,4,Failure,No
39,Technician,Married,Secondary,No,626,Yes,No,Cellular,11,1900-05-01,126,2,-1,0,Unknown,No
38,Services,Married,Secondary,No,0,No,Yes,Cellular,16,1900-07-01,1473,6,-1,0,Unknown,No
51,Blue-Collar,Divorced,Secondary,No,78,Yes,No,Unknown,27,1900-05-01,723,2,-1,0,Unknown,No
27,Blue-Collar,Single,Secondary,No,3792,No,No,Cellular,22,1900-04-01,279,2,-1,0,Unknown,Yes
38,Blue-Collar,Single,Tertiary,No,14058,No,No,Telephone,17,1900-07-01,293,20,-1,0,Unknown,No
30,Technician,Single,Secondary,No,-522,Yes,Yes,Cellular,5,1900-05-01,670,2,286,6,Failure,Yes
